Normalized_ID,Raw_Term,Official_Term_Name,Status,Is_Valid_ID,Cleaned_Term_Used,Frequency_Count,Model,Ontology_Match_Check,Suggested_Error_Type,MANUAL_Is_Real_Term,MANUAL_Present_In_Note,MANUAL_Error_Type
HP:0001288,Gait disturbance,Gait disturbance,Exact Match,True,Gait disturbance,5,sim1,True,None,True,,
HP:0002317,Unsteady gait,Unsteady gait,Exact Match,True,Unsteady gait,4,sim1,True,None,True,,
HP:0001053,Multiple nevi,Hypopigmented skin patches,Name Mismatch,True,Multiple nevi,4,sim1,False,Check Mapping,False,,
HP:0030043,Hip subluxation,Hip subluxation,Exact Match,True,Hip subluxation,4,sim1,True,None,True,,
HP:0010507,Foot asymmetry,Foot asymmetry,Exact Match,True,Foot asymmetry,4,sim1,True,None,True,,
HP:0000695,Natal teeth,Natal tooth,Synonym,True,Natal teeth,4,sim1,True,None,True,,
HP:0000995,Melanocytic nevus,Melanocytic nevus,Exact Match,True,Melanocytic nevus,4,sim1,True,None,True,,
HP:0025238,Foot pain,Foot pain,Exact Match,True,Foot pain,4,sim1,True,None,True,,
HP:0002308,Chiari malformation type I,Chiari malformation,Name Mismatch,True,Chiari malformation type I,4,sim1,False,Check Mapping,False,,
HP:0000218,High arched palate,High palate,Synonym,True,High arched palate,4,sim1,True,None,True,,
HP:0002308,Chiari malformation,Chiari malformation,Exact Match,True,Chiari malformation,4,sim1,True,None,True,,
HP:0000218,High-arched palate,High palate,Synonym,True,High-arched palate,4,sim1,True,None,True,,
HP:0000219,Thin upper lip,Thin upper lip vermilion,Synonym,True,Thin upper lip,4,sim1,True,None,True,,
HP:0002019,Chronic constipation,Constipation,Name Mismatch,True,Chronic constipation,4,sim1,False,Check Mapping,False,,
HP:0010665,Bilateral coxa valga,Bilateral coxa valga,Exact Match,True,Bilateral coxa valga,4,sim1,True,None,True,,
HP:0006863,Severe expressive language delay,Severe expressive language delay,Exact Match,True,Severe expressive language delay,3,sim1,True,None,True,,
HP:0002943,Thoracolumbar scoliosis,Thoracic scoliosis,Name Mismatch,True,Thoracolumbar scoliosis,3,sim1,False,Check Mapping,False,,
HP:0008807,Acetabular dysplasia,Acetabular dysplasia,Exact Match,True,Acetabular dysplasia,3,sim1,True,None,True,,
HP:0002194,Gross motor delay,Delayed gross motor development,Synonym,True,Gross motor delay,3,sim1,True,None,True,,
HP:0007099,Chiari malformation type I,Chiari type I malformation,Name Mismatch,True,Chiari malformation type I,3,sim1,False,Check Mapping,False,,
HP:0002815,Leg length discrepancy,Abnormality of the knee,Name Mismatch,True,Leg length discrepancy,3,sim1,False,Check Mapping,False,,
HP:0005280,Flat nasal bridge,Depressed nasal bridge,Synonym,True,Flat nasal bridge,3,sim1,True,None,True,,
HP:0003551,Difficulty climbing stairs,Difficulty climbing stairs,Exact Match,True,Difficulty climbing stairs,3,sim1,True,None,True,,
HP:0002650,Congenital scoliosis,Scoliosis,Name Mismatch,True,Congenital scoliosis,3,sim1,False,Check Mapping,False,,
HP:0001622,Preterm birth,Premature birth,Synonym,True,Preterm birth,3,sim1,True,None,True,,
HP:0001053,Multiple melanocytic nevi,Hypopigmented skin patches,Name Mismatch,True,Multiple melanocytic nevi,3,sim1,False,Check Mapping,False,,
HP:0002693,Abnormal skull base morphology,Abnormal skull base morphology,Exact Match,True,Abnormal skull base morphology,3,sim1,True,None,True,,
HP:0001903,Iron deficiency anemia,Anemia,Name Mismatch,True,Iron deficiency anemia,3,sim1,False,Check Mapping,False,,
HP:0003764,Nevus,Nevus,Exact Match,True,Nevus,3,sim1,True,None,True,,
HP:0002474,Expressive language delay,Expressive language delay,Exact Match,True,Expressive language delay,3,sim1,True,None,True,,
HP:0002818,Leg length discrepancy,Abnormal morphology of the radius,Name Mismatch,True,Leg length discrepancy,2,sim1,False,Check Mapping,False,,
HP:0010738,Asymmetric foot length,,Invalid ID,False,Asymmetric foot length,2,sim1,False,Invalid ID,False,,
HP:0000720,Emotional immaturity,obsolete Mood swings,Name Mismatch,True,Emotional immaturity,2,sim1,False,Check Mapping,False,,
HP:0001288,Gait abnormality,Gait disturbance,Name Mismatch,True,Gait abnormality,2,sim1,False,Check Mapping,False,,
HP:0000718,Immature personality,Aggressive behavior,Name Mismatch,True,Immature personality,2,sim1,False,Check Mapping,False,,
HP:0001300,Chiari malformation type I,Parkinsonism,Name Mismatch,True,Chiari malformation type I,2,sim1,False,Check Mapping,False,,
HP:0012624,Foot pain,Stage 2 chronic kidney disease,Name Mismatch,True,Foot pain,2,sim1,False,Check Mapping,False,,
HP:0001055,Multiple melanocytic nevi,Erysipelas,Name Mismatch,True,Multiple melanocytic nevi,2,sim1,False,Check Mapping,False,,
HP:0000750,Speech delay,Delayed speech and language development,Synonym,True,Speech delay,2,sim1,True,None,True,,
HP:0012532,Foot pain,Chronic pain,Name Mismatch,True,Foot pain,2,sim1,False,Check Mapping,False,,
HP:0002933,Congenital scoliosis,Ventral hernia,Name Mismatch,True,Congenital scoliosis,2,sim1,False,Check Mapping,False,,
HP:0000951,Nevus,Abnormality of the skin,Name Mismatch,True,Nevus,2,sim1,False,Check Mapping,False,,
HP:0002308,Chiari I malformation,Chiari malformation,Name Mismatch,True,Chiari I malformation,2,sim1,False,Check Mapping,False,,
HP:0001306,Chiari malformation type I,,Invalid ID,False,Chiari malformation type I,2,sim1,False,Invalid ID,False,,
HP:0001270,Delayed gross motor development,Motor delay,Name Mismatch,True,Delayed gross motor development,2,sim1,False,Check Mapping,False,,
HP:0011384,Abnormality of the internal auditory canal,Abnormality of the internal auditory canal,Exact Match,True,Abnormality of the internal auditory canal,2,sim1,True,None,True,,
HP:0001055,Multiple nevi,Erysipelas,Name Mismatch,True,Multiple nevi,2,sim1,False,Check Mapping,False,,
HP:0000995,Multiple nevi,Melanocytic nevus,Name Mismatch,True,Multiple nevi,2,sim1,False,Check Mapping,False,,
HP:0002821,Leg length inequality,Neuropathic arthropathy,Name Mismatch,True,Leg length inequality,2,sim1,False,Check Mapping,False,,
HP:0001059,Multiple nevi,Pterygium,Name Mismatch,True,Multiple nevi,2,sim1,False,Check Mapping,False,,
HP:0001321,Chiari malformation type I,Cerebellar hypoplasia,Name Mismatch,True,Chiari malformation type I,2,sim1,False,Check Mapping,False,,
HP:0003322,Pelvic tilt,,Invalid ID,False,Pelvic tilt,2,sim1,False,Invalid ID,False,,
HP:0003332,Pelvic tilt,Absent primary metaphyseal spongiosa,Name Mismatch,True,Pelvic tilt,2,sim1,False,Check Mapping,False,,
HP:0001769,Small foot,Broad foot,Name Mismatch,True,Small foot,2,sim1,False,Check Mapping,False,,
HP:0004626,Thoracolumbar scoliosis,Lumbar scoliosis,Name Mismatch,True,Thoracolumbar scoliosis,2,sim1,False,Check Mapping,False,,
HP:0001773,Short foot,Short foot,Exact Match,True,Short foot,2,sim1,True,None,True,,
HP:0001891,Iron-deficiency anemia,Iron deficiency anemia,Synonym,True,Iron-deficiency anemia,2,sim1,True,None,True,,
HP:0004462,Abnormality of the internal auditory canal,,Invalid ID,False,Abnormality of the internal auditory canal,2,sim1,False,Invalid ID,False,,
HP:0004446,Abnormality of the skull base,Stomatocytosis,Name Mismatch,True,Abnormality of the skull base,2,sim1,False,Check Mapping,False,,
HP:0004445,Skull base abnormality,Elliptocytosis,Name Mismatch,True,Skull base abnormality,2,sim1,False,Check Mapping,False,,
HP:0004445,Abnormality of the skull base,Elliptocytosis,Name Mismatch,True,Abnormality of the skull base,2,sim1,False,Check Mapping,False,,
HP:0001804,Asymmetric foot length,Hypoplastic fingernail,Name Mismatch,True,Asymmetric foot length,2,sim1,False,Check Mapping,False,,
HP:0003399,Syringomyelia,,Invalid ID,False,Syringomyelia,2,sim1,False,Invalid ID,False,,
HP:0001845,Leg length inequality,Overlapping toe,Name Mismatch,True,Leg length inequality,2,sim1,False,Check Mapping,False,,
HP:0001837,Asymmetric foot length,Broad toe,Name Mismatch,True,Asymmetric foot length,2,sim1,False,Check Mapping,False,,
HP:0001837,Foot asymmetry,Broad toe,Name Mismatch,True,Foot asymmetry,2,sim1,False,Check Mapping,False,,
HP:0001844,Leg length inequality,Abnormal hallux morphology,Name Mismatch,True,Leg length inequality,2,sim1,False,Check Mapping,False,,
HP:0001840,Leg length inequality,Metatarsus adductus,Name Mismatch,True,Leg length inequality,2,sim1,False,Check Mapping,False,,
HP:0001844,Asymmetry of the feet,Abnormal hallux morphology,Name Mismatch,True,Asymmetry of the feet,2,sim1,False,Check Mapping,False,,
HP:0001903,Anemia,Anemia,Exact Match,True,Anemia,2,sim1,True,None,True,,
HP:0005281,Depressed nasal bridge,Hypoplastic nasal bridge,Name Mismatch,True,Depressed nasal bridge,2,sim1,False,Check Mapping,False,,
HP:0002945,Leg length discrepancy,Intervertebral space narrowing,Name Mismatch,True,Leg length discrepancy,2,sim1,False,Check Mapping,False,,
HP:0001624,Delayed walking,,Invalid ID,False,Delayed walking,2,sim1,False,Invalid ID,False,,
HP:0001372,Hip dysplasia,,Invalid ID,False,Hip dysplasia,2,sim1,False,Invalid ID,False,,
HP:0001383,Leg length inequality,,Invalid ID,False,Leg length inequality,2,sim1,False,Invalid ID,False,,
HP:0008453,Congenital scoliosis,Congenital kyphoscoliosis,Name Mismatch,True,Congenital scoliosis,2,sim1,False,Check Mapping,False,,
HP:0003011,Leg length discrepancy,Abnormality of the musculature,Name Mismatch,True,Leg length discrepancy,2,sim1,False,Check Mapping,False,,
HP:0003020,Pelvic tilt,Enlargement of the wrists,Name Mismatch,True,Pelvic tilt,2,sim1,False,Check Mapping,False,,
HP:0000710,Immature behavior,Hyperorality,Name Mismatch,True,Immature behavior,2,sim1,False,Check Mapping,False,,
HP:0003058,Pelvic tilt,,Invalid ID,False,Pelvic tilt,2,sim1,False,Invalid ID,False,,
HP:0003157,Hip subluxation,,Invalid ID,False,Hip subluxation,2,sim1,False,Invalid ID,False,,
HP:0001508,Low birth weight,Failure to thrive,Name Mismatch,True,Low birth weight,2,sim1,False,Check Mapping,False,,
HP:0001511,Intrauterine growth retardation,Intrauterine growth retardation,Exact Match,True,Intrauterine growth retardation,2,sim1,True,None,True,,
HP:0001511,Low birth weight,Intrauterine growth retardation,Name Mismatch,True,Low birth weight,2,sim1,False,Check Mapping,False,,
HP:0001520,Small for gestational age,Large for gestational age,Name Mismatch,True,Small for gestational age,2,sim1,False,Check Mapping,False,,
HP:0005461,Abnormality of the skull base,Craniofacial disproportion,Name Mismatch,True,Abnormality of the skull base,2,sim1,False,Check Mapping,False,,
HP:0001537,Leg length discrepancy,Umbilical hernia,Name Mismatch,True,Leg length discrepancy,2,sim1,False,Check Mapping,False,,
HP:0003310,Pelvic tilt,Abnormal odontoid process morphology,Name Mismatch,True,Pelvic tilt,2,sim1,False,Check Mapping,False,,
HP:0001930,Genu valgum,Nonspherocytic hemolytic anemia,Name Mismatch,True,Genu valgum,2,sim1,False,Check Mapping,False,,
HP:0001622,Prematurity,Premature birth,Name Mismatch,True,Prematurity,2,sim1,False,Check Mapping,False,,
HP:0002317,Gait instability,Unsteady gait,Synonym,True,Gait instability,2,sim1,True,None,True,,
HP:0001844,Asymmetric foot length,Abnormal hallux morphology,Name Mismatch,True,Asymmetric foot length,2,sim1,False,Check Mapping,False,,
HP:0000708,Behavioral abnormality,Atypical behavior,Synonym,True,Behavioral abnormality,2,sim1,True,None,True,,
HP:0002794,Leg length inequality,,Invalid ID,False,Leg length inequality,2,sim1,False,Invalid ID,False,,
HP:0002679,Abnormal skull base morphology,Abnormal sella turcica morphology,Name Mismatch,True,Abnormal skull base morphology,2,sim1,False,Check Mapping,False,,
HP:0000219,High-arched palate,Thin upper lip vermilion,Name Mismatch,True,High-arched palate,2,sim1,False,Check Mapping,False,,
HP:0000219,Thin upper vermilion,Thin upper lip vermilion,Name Mismatch,True,Thin upper vermilion,2,sim1,False,Check Mapping,False,,
HP:0002455,Syringomyelia,,Invalid ID,False,Syringomyelia,2,sim1,False,Invalid ID,False,,
HP:0002812,Genu valgum,Coxa vara,Name Mismatch,True,Genu valgum,2,sim1,False,Check Mapping,False,,
HP:0000520,Astigmatism,Proptosis,Name Mismatch,True,Astigmatism,2,sim1,False,Check Mapping,False,,
HP:0002684,Abnormal skull base morphology,Thickened calvaria,Name Mismatch,True,Abnormal skull base morphology,2,sim1,False,Check Mapping,False,,
HP:0002438,Chiari malformation type I,Cerebellar malformation,Name Mismatch,True,Chiari malformation type I,2,sim1,False,Check Mapping,False,,
HP:0000486,Astigmatism,Strabismus,Name Mismatch,True,Astigmatism,2,sim1,False,Check Mapping,False,,
HP:0002694,Abnormality of the skull base,Sclerosis of skull base,Name Mismatch,True,Abnormality of the skull base,2,sim1,False,Check Mapping,False,,
HP:0000392,Abnormality of the internal auditory canal,,Invalid ID,False,Abnormality of the internal auditory canal,2,sim1,False,Invalid ID,False,,
HP:0002653,Congenital scoliosis,Bone pain,Name Mismatch,True,Congenital scoliosis,2,sim1,False,Check Mapping,False,,
HP:0002392,Syringomyelia,EEG with polyspike wave complexes,Name Mismatch,True,Syringomyelia,2,sim1,False,Check Mapping,False,,
HP:0000418,Flat nasal bridge,Narrow nasal ridge,Name Mismatch,True,Flat nasal bridge,2,sim1,False,Check Mapping,False,,
HP:0000417,Flat nasal bridge,Slender nose,Name Mismatch,True,Flat nasal bridge,2,sim1,False,Check Mapping,False,,
HP:0000401,Abnormal internal auditory canal morphology,,Invalid ID,False,Abnormal internal auditory canal morphology,2,sim1,False,Invalid ID,False,,
HP:0000414,Flat nasal bridge,Bulbous nose,Name Mismatch,True,Flat nasal bridge,2,sim1,False,Check Mapping,False,,
HP:0002781,Leg length inequality,Upper airway obstruction,Name Mismatch,True,Leg length inequality,2,sim1,False,Check Mapping,False,,
HP:0000410,Flat nasal bridge,Mixed hearing impairment,Name Mismatch,True,Flat nasal bridge,2,sim1,False,Check Mapping,False,,
HP:0000708,Abnormal behavior,Atypical behavior,Name Mismatch,True,Abnormal behavior,2,sim1,False,Check Mapping,False,,
HP:0000407,Flat nasal bridge,Sensorineural hearing impairment,Name Mismatch,True,Flat nasal bridge,2,sim1,False,Check Mapping,False,,
HP:0000407,Abnormality of the internal auditory canal,Sensorineural hearing impairment,Name Mismatch,True,Abnormality of the internal auditory canal,2,sim1,False,Check Mapping,False,,
HP:0000218,Thin upper lip,High palate,Name Mismatch,True,Thin upper lip,2,sim1,False,Check Mapping,False,,
HP:0002751,Congenital scoliosis,Kyphoscoliosis,Name Mismatch,True,Congenital scoliosis,2,sim1,False,Check Mapping,False,,
HP:0030064,Pelvic tilt,Neurocytoma,Name Mismatch,True,Pelvic tilt,2,sim1,False,Check Mapping,False,,
HP:0002814,Leg length inequality,Abnormality of the lower limb,Name Mismatch,True,Leg length inequality,2,sim1,False,Check Mapping,False,,
HP:0030062,Pelvic tilt,Craniopharyngioma,Name Mismatch,True,Pelvic tilt,2,sim1,False,Check Mapping,False,,
HP:0002651,Congenital scoliosis,Spondyloepimetaphyseal dysplasia,Name Mismatch,True,Congenital scoliosis,2,sim1,False,Check Mapping,False,,
HP:0002318,Clumsiness,Cervical myelopathy,Name Mismatch,True,Clumsiness,2,sim1,False,Check Mapping,False,,
HP:0030095,Pelvic tilt,Reduced muscle collagen VI,Name Mismatch,True,Pelvic tilt,2,sim1,False,Check Mapping,False,,
HP:0100873,Congenital scoliosis,,Invalid ID,False,Congenital scoliosis,2,sim1,False,Invalid ID,False,,
HP:0002643,Neonatal respiratory distress,Neonatal respiratory distress,Exact Match,True,Neonatal respiratory distress,2,sim1,True,None,True,,
HP:0030058,Pelvic tilt,Sickled erythrocytes,Name Mismatch,True,Pelvic tilt,2,sim1,False,Check Mapping,False,,
HP:0002722,Leg length inequality,Recurrent abscess formation,Name Mismatch,True,Leg length inequality,1,sim1,False,Check Mapping,False,,
HP:0002616,Delayed walking,Aortic root aneurysm,Name Mismatch,True,Delayed walking,1,sim1,False,Check Mapping,False,,
HP:0003163,Hip subluxation,Elevated urinary delta-aminolevulinic acid,Name Mismatch,True,Hip subluxation,1,sim1,False,Check Mapping,False,,
HP:0003178,Hip subluxation,,Invalid ID,False,Hip subluxation,1,sim1,False,Invalid ID,False,,
HP:0003179,Coxa valga,Protrusio acetabuli,Name Mismatch,True,Coxa valga,1,sim1,False,Check Mapping,False,,
HP:0002721,Syringomyelia,Immunodeficiency,Name Mismatch,True,Syringomyelia,1,sim1,False,Check Mapping,False,,
HP:0002719,Pelvic obliquity,Recurrent infections,Name Mismatch,True,Pelvic obliquity,1,sim1,False,Check Mapping,False,,
HP:0003397,Syringohydromyelia,Generalized hypotonia due to defect at the neuromuscular junction,Name Mismatch,True,Syringohydromyelia,1,sim1,False,Check Mapping,False,,
HP:0003183,Coxa valga,Wide pubic symphysis,Name Mismatch,True,Coxa valga,1,sim1,False,Check Mapping,False,,
HP:0003187,Hip subluxation,Breast hypoplasia,Name Mismatch,True,Hip subluxation,1,sim1,False,Check Mapping,False,,
HP:0003194,Depressed nasal bridge,Short nasal bridge,Name Mismatch,True,Depressed nasal bridge,1,sim1,False,Check Mapping,False,,
HP:0002705,High-arched palate,"High, narrow palate",Name Mismatch,True,High-arched palate,1,sim1,False,Check Mapping,False,,
HP:0003241,Low birth weight,External genital hypoplasia,Name Mismatch,True,Low birth weight,1,sim1,False,Check Mapping,False,,
HP:0002705,"High, narrow palate","High, narrow palate",Exact Match,True,"High, narrow palate",1,sim1,True,None,True,,
HP:0002705,High palate,"High, narrow palate",Name Mismatch,True,High palate,1,sim1,False,Check Mapping,False,,
HP:0003270,Coxa valga,Abdominal distention,Name Mismatch,True,Coxa valga,1,sim1,False,Check Mapping,False,,
HP:0002697,Leg length discrepancy,Parietal foramina,Name Mismatch,True,Leg length discrepancy,1,sim1,False,Check Mapping,False,,
HP:0003271,Hip dysplasia,Visceromegaly,Name Mismatch,True,Hip dysplasia,1,sim1,False,Check Mapping,False,,
HP:0003272,Pelvic tilt,Abnormal hip bone morphology,Name Mismatch,True,Pelvic tilt,1,sim1,False,Check Mapping,False,,
HP:0003103,Leg length discrepancy,Abnormal cortical bone morphology,Name Mismatch,True,Leg length discrepancy,1,sim1,False,Check Mapping,False,,
HP:0002725,Arnold-Chiari malformation,Systemic lupus erythematosus,Name Mismatch,True,Arnold-Chiari malformation,1,sim1,False,Check Mapping,False,,
HP:0002603,Leg length discrepancy,,Invalid ID,False,Leg length discrepancy,1,sim1,False,Invalid ID,False,,
HP:0002565,Syringomyelia,,Invalid ID,False,Syringomyelia,1,sim1,False,Invalid ID,False,,
HP:0003012,Coxa valga,,Invalid ID,False,Coxa valga,1,sim1,False,Invalid ID,False,,
HP:0003012,Discrepancy in lower limb length,,Invalid ID,False,Discrepancy in lower limb length,1,sim1,False,Invalid ID,False,,
HP:0003014,Coxa valga,,Invalid ID,False,Coxa valga,1,sim1,False,Invalid ID,False,,
HP:0003015,Pelvic tilt,Flared metaphysis,Name Mismatch,True,Pelvic tilt,1,sim1,False,Check Mapping,False,,
HP:0003450,Pelvic tilt,Axonal regeneration,Name Mismatch,True,Pelvic tilt,1,sim1,False,Check Mapping,False,,
HP:0003019,Pelvic tilt,Abnormality of the wrist,Name Mismatch,True,Pelvic tilt,1,sim1,False,Check Mapping,False,,
HP:0002733,Syringomyelia,Abnormal lymph node morphology,Name Mismatch,True,Syringomyelia,1,sim1,False,Check Mapping,False,,
HP:0003021,Pelvic tilt,Metaphyseal cupping,Name Mismatch,True,Pelvic tilt,1,sim1,False,Check Mapping,False,,
HP:0002725,Chiari malformation type I,Systemic lupus erythematosus,Name Mismatch,True,Chiari malformation type I,1,sim1,False,Check Mapping,False,,
HP:0002725,Chiari malformation,Systemic lupus erythematosus,Name Mismatch,True,Chiari malformation,1,sim1,False,Check Mapping,False,,
HP:0003049,Coxa valga,Ulnar deviation of the wrist,Name Mismatch,True,Coxa valga,1,sim1,False,Check Mapping,False,,
HP:0003022,Leg length discrepancy,Hypoplasia of the ulna,Name Mismatch,True,Leg length discrepancy,1,sim1,False,Check Mapping,False,,
HP:0003022,Leg length inequality,Hypoplasia of the ulna,Name Mismatch,True,Leg length inequality,1,sim1,False,Check Mapping,False,,
HP:0003445,Syringomyelia,EMG: neuropathic changes,Name Mismatch,True,Syringomyelia,1,sim1,False,Check Mapping,False,,
HP:0003026,Limb length discrepancy,Short long bone,Name Mismatch,True,Limb length discrepancy,1,sim1,False,Check Mapping,False,,
HP:0003444,Pelvic tilt,EMG: chronic denervation signs,Name Mismatch,True,Pelvic tilt,1,sim1,False,Check Mapping,False,,
HP:0003029,Coxa valga,Enlargement of the ankles,Name Mismatch,True,Coxa valga,1,sim1,False,Check Mapping,False,,
HP:0003032,Coxa valga,,Invalid ID,False,Coxa valga,1,sim1,False,Invalid ID,False,,
HP:0003037,Coxa valga,Enlarged joints,Name Mismatch,True,Coxa valga,1,sim1,False,Check Mapping,False,,
HP:0003274,Hip dysplasia,Hypoplastic acetabulae,Name Mismatch,True,Hip dysplasia,1,sim1,False,Check Mapping,False,,
HP:0003274,Coxa valga,Hypoplastic acetabulae,Name Mismatch,True,Coxa valga,1,sim1,False,Check Mapping,False,,
HP:0003279,Hip dysplasia,Coxa magna,Name Mismatch,True,Hip dysplasia,1,sim1,False,Check Mapping,False,,
HP:0003275,Coxa valga,Narrow pelvis bone,Name Mismatch,True,Coxa valga,1,sim1,False,Check Mapping,False,,
HP:0002683,Abnormal skull base morphology,Abnormal calvaria morphology,Name Mismatch,True,Abnormal skull base morphology,1,sim1,False,Check Mapping,False,,
HP:0002682,Coxa valga,Broad skull,Name Mismatch,True,Coxa valga,1,sim1,False,Check Mapping,False,,
HP:0003326,Syringomyelia,Myalgia,Name Mismatch,True,Syringomyelia,1,sim1,False,Check Mapping,False,,
HP:0003431,Syringomyelia,Decreased motor nerve conduction velocity,Name Mismatch,True,Syringomyelia,1,sim1,False,Check Mapping,False,,
HP:0003328,Pelvic tilt,Abnormal hairshaft morphology,Name Mismatch,True,Pelvic tilt,1,sim1,False,Check Mapping,False,,
HP:0003332,Abnormal pelvic girdle morphology,Absent primary metaphyseal spongiosa,Name Mismatch,True,Abnormal pelvic girdle morphology,1,sim1,False,Check Mapping,False,,
HP:0002682,Abnormal skull base morphology,Broad skull,Name Mismatch,True,Abnormal skull base morphology,1,sim1,False,Check Mapping,False,,
HP:0002680,Congenital scoliosis,J-shaped sella turcica,Name Mismatch,True,Congenital scoliosis,1,sim1,False,Check Mapping,False,,
HP:0003400,Syringomyelia,Basal lamina onion bulb formation,Name Mismatch,True,Syringomyelia,1,sim1,False,Check Mapping,False,,
HP:0003333,Pelvic tilt,Increased serum beta-hexosaminidase,Name Mismatch,True,Pelvic tilt,1,sim1,False,Check Mapping,False,,
HP:0003348,Pelvic tilt,Hyperalaninemia,Name Mismatch,True,Pelvic tilt,1,sim1,False,Check Mapping,False,,
HP:0003400,Holocord syrinx,Basal lamina onion bulb formation,Name Mismatch,True,Holocord syrinx,1,sim1,False,Check Mapping,False,,
HP:0002664,Discrepancy of limb length,Neoplasm,Name Mismatch,True,Discrepancy of limb length,1,sim1,False,Check Mapping,False,,
HP:0002663,Leg length inequality,Delayed epiphyseal ossification,Name Mismatch,True,Leg length inequality,1,sim1,False,Check Mapping,False,,
HP:0003361,Pelvic tilt,Tryptophanuria,Name Mismatch,True,Pelvic tilt,1,sim1,False,Check Mapping,False,,
HP:0003391,Syringomyelia,Gowers sign,Name Mismatch,True,Syringomyelia,1,sim1,False,Check Mapping,False,,
HP:0002663,Coxa valga,Delayed epiphyseal ossification,Name Mismatch,True,Coxa valga,1,sim1,False,Check Mapping,False,,
HP:0002660,Leg length discrepancy,,Invalid ID,False,Leg length discrepancy,1,sim1,False,Invalid ID,False,,
HP:0002659,Congenital scoliosis,Increased susceptibility to fractures,Name Mismatch,True,Congenital scoliosis,1,sim1,False,Check Mapping,False,,
HP:0002657,Congenital scoliosis,Spondylometaphyseal dysplasia,Name Mismatch,True,Congenital scoliosis,1,sim1,False,Check Mapping,False,,
HP:0003395,Syringomyelia,,Invalid ID,False,Syringomyelia,1,sim1,False,Invalid ID,False,,
HP:0003396,Syringohydromyelia,Syringomyelia,Name Mismatch,True,Syringohydromyelia,1,sim1,False,Check Mapping,False,,
