Normalized_ID,Raw_Term,Official_Term_Name,Status,Is_Valid_ID,Cleaned_Term_Used,Frequency_Count,Model,Ontology_Match_Check,Suggested_Error_Type,MANUAL_Is_Real_Term,MANUAL_Present_In_Note,MANUAL_Error_Type
HP:0000766,Abnormality of the sternum,Abnormal sternum morphology,Synonym,True,Abnormality of the sternum,3,sim2,True,None,True,,
HP:0000766,Pectus deformity,Abnormal sternum morphology,Synonym,True,Pectus deformity,3,sim2,True,None,True,,
HP:0031664,Systolic heart murmur,Systolic heart murmur,Exact Match,True,Systolic heart murmur,3,sim2,True,None,True,,
HP:0001894,Normocytic anemia,Thrombocytosis,Name Mismatch,True,Normocytic anemia,3,sim2,False,Check Mapping,False,,
HP:0001199,Positive thumb sign,Triphalangeal thumb,Name Mismatch,True,Positive thumb sign,3,sim2,False,Check Mapping,False,,
HP:0001548,Accelerated growth,Overgrowth,Name Mismatch,True,Accelerated growth,3,sim2,False,Check Mapping,False,,
HP:0001533,Thin build,Slender build,Synonym,True,Thin build,3,sim2,True,None,True,,
HP:0000218,High arched palate,High palate,Synonym,True,High arched palate,3,sim2,True,None,True,,
HP:0004334,Slender build,Dermal atrophy,Name Mismatch,True,Slender build,2,sim2,False,Check Mapping,False,,
HP:0001657,Holosystolic murmur,Prolonged QT interval,Name Mismatch,True,Holosystolic murmur,2,sim2,False,Check Mapping,False,,
HP:0000767,Pectus excavatum,Pectus excavatum,Exact Match,True,Pectus excavatum,2,sim2,True,None,True,,
HP:0004365,Slender build,Abnormal circulating tryptophan concentration,Name Mismatch,True,Slender build,2,sim2,False,Check Mapping,False,,
HP:0030837,Chest pain,Finger pain,Name Mismatch,True,Chest pain,2,sim2,False,Check Mapping,False,,
HP:0000765,Abnormality of the sternum,Abnormal thorax morphology,Name Mismatch,True,Abnormality of the sternum,2,sim2,False,Check Mapping,False,,
HP:0004325,Decreased body mass index,Decreased body weight,Name Mismatch,True,Decreased body mass index,2,sim2,False,Check Mapping,False,,
HP:0000598,Deep-set eyes,Abnormality of the ear,Name Mismatch,True,Deep-set eyes,2,sim2,False,Check Mapping,False,,
HP:0004325,Underweight,Decreased body weight,Name Mismatch,True,Underweight,2,sim2,False,Check Mapping,False,,
HP:0000592,Deep-set eyes,Blue sclerae,Name Mismatch,True,Deep-set eyes,2,sim2,False,Check Mapping,False,,
HP:0000591,Deep-set eyes,Abnormal sclera morphology,Name Mismatch,True,Deep-set eyes,2,sim2,False,Check Mapping,False,,
HP:0004325,Decreased body weight,Decreased body weight,Exact Match,True,Decreased body weight,2,sim2,True,None,True,,
HP:0030835,Exertional chest pain,Elbow pain,Name Mismatch,True,Exertional chest pain,2,sim2,False,Check Mapping,False,,
HP:0001892,Anemia,Abnormal bleeding,Name Mismatch,True,Anemia,2,sim2,False,Check Mapping,False,,
HP:0004322,Thin body habitus,Short stature,Name Mismatch,True,Thin body habitus,2,sim2,False,Check Mapping,False,,
HP:0004322,Tall stature,Short stature,Name Mismatch,True,Tall stature,2,sim2,False,Check Mapping,False,,
HP:0001900,Anisocytosis,Increased circulating hemoglobin concentration,Name Mismatch,True,Anisocytosis,2,sim2,False,Check Mapping,False,,
HP:0001900,Normocytic anemia,Increased circulating hemoglobin concentration,Name Mismatch,True,Normocytic anemia,2,sim2,False,Check Mapping,False,,
HP:0030836,Exertional chest pain,Wrist pain,Name Mismatch,True,Exertional chest pain,2,sim2,False,Check Mapping,False,,
HP:0001168,Arachnodactyly,,Invalid ID,False,Arachnodactyly,2,sim2,False,Invalid ID,False,,
HP:0030835,Chest pain,Elbow pain,Name Mismatch,True,Chest pain,2,sim2,False,Check Mapping,False,,
HP:0001072,Increased arm span,Thickened skin,Name Mismatch,True,Increased arm span,2,sim2,False,Check Mapping,False,,
HP:0001511,Slender build,Intrauterine growth retardation,Name Mismatch,True,Slender build,2,sim2,False,Check Mapping,False,,
HP:0001519,Disproportionate tall stature,Disproportionate tall stature,Exact Match,True,Disproportionate tall stature,2,sim2,True,None,True,,
HP:0001519,Slender build,Disproportionate tall stature,Name Mismatch,True,Slender build,2,sim2,False,Check Mapping,False,,
HP:0001510,Accelerated somatic growth,Growth delay,Name Mismatch,True,Accelerated somatic growth,2,sim2,False,Check Mapping,False,,
HP:0001510,Accelerated growth,Growth delay,Name Mismatch,True,Accelerated growth,2,sim2,False,Check Mapping,False,,
HP:0001507,Thin body habitus,Growth abnormality,Name Mismatch,True,Thin body habitus,2,sim2,False,Check Mapping,False,,
HP:0001388,Joint hypermobility,obsolete Joint laxity,Name Mismatch,True,Joint hypermobility,2,sim2,False,Check Mapping,False,,
HP:0001550,Accelerated growth,,Invalid ID,False,Accelerated growth,2,sim2,False,Invalid ID,False,,
HP:0012136,Anisocytosis,Dysplastic granulopoesis,Name Mismatch,True,Anisocytosis,2,sim2,False,Check Mapping,False,,
HP:0001558,Accelerated growth,Decreased fetal movement,Name Mismatch,True,Accelerated growth,2,sim2,False,Check Mapping,False,,
HP:0005616,Accelerated skeletal maturation,Accelerated skeletal maturation,Exact Match,True,Accelerated skeletal maturation,2,sim2,True,None,True,,
HP:0001558,Accelerated skeletal maturation,Decreased fetal movement,Name Mismatch,True,Accelerated skeletal maturation,2,sim2,False,Check Mapping,False,,
HP:0001189,Positive wrist sign,,Invalid ID,False,Positive wrist sign,2,sim2,False,Invalid ID,False,,
HP:0001183,Positive wrist sign,,Invalid ID,False,Positive wrist sign,2,sim2,False,Invalid ID,False,,
HP:0001622,Cardiac murmur,Premature birth,Name Mismatch,True,Cardiac murmur,2,sim2,False,Check Mapping,False,,
HP:0001626,Cardiac murmur,Abnormality of the cardiovascular system,Name Mismatch,True,Cardiac murmur,2,sim2,False,Check Mapping,False,,
HP:0001626,Heart murmur,Abnormality of the cardiovascular system,Name Mismatch,True,Heart murmur,2,sim2,False,Check Mapping,False,,
HP:0001176,Positive wrist sign,Large hands,Name Mismatch,True,Positive wrist sign,2,sim2,False,Check Mapping,False,,
HP:0030149,Holosystolic murmur,Cardiogenic shock,Name Mismatch,True,Holosystolic murmur,2,sim2,False,Check Mapping,False,,
HP:0001627,Heart murmur,Abnormal heart morphology,Name Mismatch,True,Heart murmur,2,sim2,False,Check Mapping,False,,
HP:0001170,Increased arm span,,Invalid ID,False,Increased arm span,2,sim2,False,Invalid ID,False,,
HP:0001627,Holosystolic murmur,Abnormal heart morphology,Name Mismatch,True,Holosystolic murmur,2,sim2,False,Check Mapping,False,,
HP:0001628,Holosystolic murmur,,Invalid ID,False,Holosystolic murmur,2,sim2,False,Invalid ID,False,,
HP:0001902,Anisocytosis,Giant platelets,Name Mismatch,True,Anisocytosis,2,sim2,False,Check Mapping,False,,
HP:0001629,Cardiac murmur,Ventricular septal defect,Name Mismatch,True,Cardiac murmur,2,sim2,False,Check Mapping,False,,
HP:0001167,Arachnodactyly,Abnormal finger morphology,Name Mismatch,True,Arachnodactyly,2,sim2,False,Check Mapping,False,,
HP:0005134,Exertional chest pain,Absence of the pulmonary valve,Name Mismatch,True,Exertional chest pain,2,sim2,False,Check Mapping,False,,
HP:0004847,Normocytic anemia,,Invalid ID,False,Normocytic anemia,2,sim2,False,Invalid ID,False,,
HP:0004845,Normocytic anemia,Acute monocytic leukemia,Name Mismatch,True,Normocytic anemia,2,sim2,False,Check Mapping,False,,
HP:0001901,Anisocytosis,Polycythemia,Name Mismatch,True,Anisocytosis,2,sim2,False,Check Mapping,False,,
HP:0000765,Abnormality of the thorax,Abnormal thorax morphology,Synonym,True,Abnormality of the thorax,2,sim2,True,None,True,,
HP:0000410,Flat nasal bridge,Mixed hearing impairment,Name Mismatch,True,Flat nasal bridge,2,sim2,False,Check Mapping,False,,
HP:0000407,Flat nasal bridge,Sensorineural hearing impairment,Name Mismatch,True,Flat nasal bridge,2,sim2,False,Check Mapping,False,,
HP:0000490,Deep-set eye,Deeply set eye,Name Mismatch,True,Deep-set eye,2,sim2,False,Check Mapping,False,,
HP:0001930,Normocytic anemia,Nonspherocytic hemolytic anemia,Name Mismatch,True,Normocytic anemia,2,sim2,False,Check Mapping,False,,
HP:0001939,Anisocytosis,Abnormality of metabolism/homeostasis,Name Mismatch,True,Anisocytosis,2,sim2,False,Check Mapping,False,,
HP:0003419,Back pain,Low back pain,Name Mismatch,True,Back pain,2,sim2,False,Check Mapping,False,,
HP:0001943,Normocytic anemia,Hypoglycemia,Name Mismatch,True,Normocytic anemia,2,sim2,False,Check Mapping,False,,
HP:0000418,Flat nasal bridge,Narrow nasal ridge,Name Mismatch,True,Flat nasal bridge,2,sim2,False,Check Mapping,False,,
HP:0000417,Flat nasal bridge,Slender nose,Name Mismatch,True,Flat nasal bridge,2,sim2,False,Check Mapping,False,,
HP:0000412,Flat nasal bridge,,Invalid ID,False,Flat nasal bridge,2,sim2,False,Invalid ID,False,,
HP:0000408,Flat nasal bridge,Progressive sensorineural hearing impairment,Name Mismatch,True,Flat nasal bridge,2,sim2,False,Check Mapping,False,,
HP:0000405,Flat nasal bridge,Conductive hearing impairment,Name Mismatch,True,Flat nasal bridge,2,sim2,False,Check Mapping,False,,
HP:0032049,Holosystolic murmur,Focal cortical dysplasia type Ib,Name Mismatch,True,Holosystolic murmur,2,sim2,False,Check Mapping,False,,
HP:0000340,Flat nasal bridge,Sloping forehead,Name Mismatch,True,Flat nasal bridge,2,sim2,False,Check Mapping,False,,
HP:0000219,Thin upper vermilion,Thin upper lip vermilion,Name Mismatch,True,Thin upper vermilion,2,sim2,False,Check Mapping,False,,
HP:0002934,Progressive scoliosis,,Invalid ID,False,Progressive scoliosis,2,sim2,False,Invalid ID,False,,
HP:0000219,Thin upper lip,Thin upper lip vermilion,Synonym,True,Thin upper lip,2,sim2,True,None,True,,
HP:0002653,Progressive scoliosis,Bone pain,Name Mismatch,True,Progressive scoliosis,2,sim2,False,Check Mapping,False,,
HP:0000219,High-arched palate,Thin upper lip vermilion,Name Mismatch,True,High-arched palate,2,sim2,False,Check Mapping,False,,
HP:0000219,High arched palate,Thin upper lip vermilion,Name Mismatch,True,High arched palate,2,sim2,False,Check Mapping,False,,
HP:0000218,Thin upper lip,High palate,Name Mismatch,True,Thin upper lip,2,sim2,False,Check Mapping,False,,
HP:0002879,Exertional chest pain,Anisospondyly,Name Mismatch,True,Exertional chest pain,2,sim2,False,Check Mapping,False,,
HP:0032064,Holosystolic murmur,Gastrointestinal eosinophilia,Name Mismatch,True,Holosystolic murmur,2,sim2,False,Check Mapping,False,,
HP:0001513,Increased arm span,Obesity,Name Mismatch,True,Increased arm span,2,sim2,False,Check Mapping,False,,
HP:0000525,Myopia,Abnormality iris morphology,Name Mismatch,True,Myopia,2,sim2,False,Check Mapping,False,,
HP:0001923,Anisocytosis,Reticulocytosis,Name Mismatch,True,Anisocytosis,2,sim2,False,Check Mapping,False,,
HP:0000520,Myopia,Proptosis,Name Mismatch,True,Myopia,2,sim2,False,Check Mapping,False,,
HP:0004325,Thin build,Decreased body weight,Name Mismatch,True,Thin build,1,sim2,False,Check Mapping,False,,
HP:0004320,Low body weight,Vaginal fistula,Name Mismatch,True,Low body weight,1,sim2,False,Check Mapping,False,,
HP:0002935,Progressive scoliosis,,Invalid ID,False,Progressive scoliosis,1,sim2,False,Invalid ID,False,,
HP:0005617,Accelerated skeletal maturation,Bilateral camptodactyly,Name Mismatch,True,Accelerated skeletal maturation,1,sim2,False,Check Mapping,False,,
HP:0005692,Joint hypermobility,obsolete Joint hyperflexibility,Name Mismatch,True,Joint hypermobility,1,sim2,False,Check Mapping,False,,
HP:0004318,Holosystolic murmur,,Invalid ID,False,Holosystolic murmur,1,sim2,False,Invalid ID,False,,
HP:0005740,Positive wrist sign,,Invalid ID,False,Positive wrist sign,1,sim2,False,Invalid ID,False,,
HP:0004322,Reduced body weight,Short stature,Name Mismatch,True,Reduced body weight,1,sim2,False,Check Mapping,False,,
HP:0005872,Clavicular fracture,Brachytelomesophalangy,Name Mismatch,True,Clavicular fracture,1,sim2,False,Check Mapping,False,,
HP:0005882,Clavicular fracture,Dermatoglyphic variants,Name Mismatch,True,Clavicular fracture,1,sim2,False,Check Mapping,False,,
HP:0004321,Underweight,Bladder fistula,Name Mismatch,True,Underweight,1,sim2,False,Check Mapping,False,,
HP:0005882,Fracture of the clavicle,Dermatoglyphic variants,Name Mismatch,True,Fracture of the clavicle,1,sim2,False,Check Mapping,False,,
HP:0005917,Increased arm span,Supernumerary metacarpal bones,Name Mismatch,True,Increased arm span,1,sim2,False,Check Mapping,False,,
HP:0004322,Low body weight,Short stature,Name Mismatch,True,Low body weight,1,sim2,False,Check Mapping,False,,
HP:0002936,Progressive scoliosis,Distal sensory impairment,Name Mismatch,True,Progressive scoliosis,1,sim2,False,Check Mapping,False,,
HP:0005616,Accelerated growth,Accelerated skeletal maturation,Name Mismatch,True,Accelerated growth,1,sim2,False,Check Mapping,False,,
HP:0006665,Clavicle fracture,Coat hanger sign of ribs,Name Mismatch,True,Clavicle fracture,1,sim2,False,Check Mapping,False,,
HP:0005615,Increased ratio of arm span to height,,Invalid ID,False,Increased ratio of arm span to height,1,sim2,False,Invalid ID,False,,
HP:0002939,Progressive scoliosis,,Invalid ID,False,Progressive scoliosis,1,sim2,False,Invalid ID,False,,
HP:0005537,Normocytic anemia,Decreased mean platelet volume,Name Mismatch,True,Normocytic anemia,1,sim2,False,Check Mapping,False,,
HP:0002943,Progressive scoliosis,Thoracic scoliosis,Name Mismatch,True,Progressive scoliosis,1,sim2,False,Check Mapping,False,,
HP:0005527,Normocytic anemia,Reduced kininogen activity,Name Mismatch,True,Normocytic anemia,1,sim2,False,Check Mapping,False,,
HP:0005517,Anisocytosis,T-cell lymphoma/leukemia,Name Mismatch,True,Anisocytosis,1,sim2,False,Check Mapping,False,,
HP:0002967,Progressive scoliosis,Cubitus valgus,Name Mismatch,True,Progressive scoliosis,1,sim2,False,Check Mapping,False,,
HP:0005298,Depressed nasal bridge,obsolete Atrioventricular canal defect with right ventricle aorta and pulmonary atresia,Name Mismatch,True,Depressed nasal bridge,1,sim2,False,Check Mapping,False,,
HP:0005294,Flat nasal bridge,Arterial dissection,Name Mismatch,True,Flat nasal bridge,1,sim2,False,Check Mapping,False,,
HP:0003022,Disproportionate tall stature,Hypoplasia of the ulna,Name Mismatch,True,Disproportionate tall stature,1,sim2,False,Check Mapping,False,,
HP:0003093,Pectus deformity,Limited hip extension,Name Mismatch,True,Pectus deformity,1,sim2,False,Check Mapping,False,,
HP:0005282,Depressed nasal bridge,,Invalid ID,False,Depressed nasal bridge,1,sim2,False,Invalid ID,False,,
HP:0005281,Hypoplastic nasal bridge,Hypoplastic nasal bridge,Exact Match,True,Hypoplastic nasal bridge,1,sim2,True,None,True,,
HP:0003143,Heart murmur,,Invalid ID,False,Heart murmur,1,sim2,False,Invalid ID,False,,
HP:0006490,Increased arm span to height ratio,Abnormal lower-limb metaphysis morphology,Name Mismatch,True,Increased arm span to height ratio,1,sim2,False,Check Mapping,False,,
HP:0007957,Progressive myopia,Corneal opacity,Name Mismatch,True,Progressive myopia,1,sim2,False,Check Mapping,False,,
HP:0005281,Flat nasal bridge,Hypoplastic nasal bridge,Name Mismatch,True,Flat nasal bridge,1,sim2,False,Check Mapping,False,,
HP:0002879,Chest pain,Anisospondyly,Name Mismatch,True,Chest pain,1,sim2,False,Check Mapping,False,,
HP:0010455,Holosystolic murmur,Steep acetabular roof,Name Mismatch,True,Holosystolic murmur,1,sim2,False,Check Mapping,False,,
HP:0010455,Heart murmur,Steep acetabular roof,Name Mismatch,True,Heart murmur,1,sim2,False,Check Mapping,False,,
HP:0010454,Holosystolic murmur,Acetabular spurs,Name Mismatch,True,Holosystolic murmur,1,sim2,False,Check Mapping,False,,
HP:0010453,Holosystolic murmur,Pelvic bone asymmetry,Name Mismatch,True,Holosystolic murmur,1,sim2,False,Check Mapping,False,,
HP:0010453,Heart murmur,Pelvic bone asymmetry,Name Mismatch,True,Heart murmur,1,sim2,False,Check Mapping,False,,
HP:0002877,Exertional chest pain,Nocturnal hypoventilation,Name Mismatch,True,Exertional chest pain,1,sim2,False,Check Mapping,False,,
HP:0010447,Holosystolic murmur,Anal fistula,Name Mismatch,True,Holosystolic murmur,1,sim2,False,Check Mapping,False,,
HP:0010438,Holosystolic murmur,Abnormal ventricular septum morphology,Name Mismatch,True,Holosystolic murmur,1,sim2,False,Check Mapping,False,,
HP:0010319,Pectus deformity,Abnormal second toe morphology,Name Mismatch,True,Pectus deformity,1,sim2,False,Check Mapping,False,,
HP:0002878,Chest pain,Respiratory failure,Name Mismatch,True,Chest pain,1,sim2,False,Check Mapping,False,,
HP:0010317,Pectus deformity,Scapular aplasia,Name Mismatch,True,Pectus deformity,1,sim2,False,Check Mapping,False,,
HP:0010307,Pectus deformity,Stridor,Name Mismatch,True,Pectus deformity,1,sim2,False,Check Mapping,False,,
HP:0002878,Exertional chest pain,Respiratory failure,Name Mismatch,True,Exertional chest pain,1,sim2,False,Check Mapping,False,,
HP:0010078,Positive thumb sign,Bullet-shaped distal phalanx of the hallux,Name Mismatch,True,Positive thumb sign,1,sim2,False,Check Mapping,False,,
HP:0004322,Body habitus,Short stature,Name Mismatch,True,Body habitus,1,sim2,False,Check Mapping,False,,
HP:0008451,Progressive scoliosis,Posterior vertebral hypoplasia,Name Mismatch,True,Progressive scoliosis,1,sim2,False,Check Mapping,False,,
HP:0010069,Positive wrist sign,Bullet-shaped 1st metatarsal,Name Mismatch,True,Positive wrist sign,1,sim2,False,Check Mapping,False,,
HP:0002880,Exertional chest pain,obsolete Respiratory difficulties,Name Mismatch,True,Exertional chest pain,1,sim2,False,Check Mapping,False,,
HP:0010065,Walker-Murdoch sign,Triangular shaped phalanges of the hallux,Name Mismatch,True,Walker-Murdoch sign,1,sim2,False,Check Mapping,False,,
HP:0002888,Exertional chest pain,Ependymoma,Name Mismatch,True,Exertional chest pain,1,sim2,False,Check Mapping,False,,
HP:0010058,Positive thumb sign,Aplasia/Hypoplasia of the phalanges of the hallux,Name Mismatch,True,Positive thumb sign,1,sim2,False,Check Mapping,False,,
HP:0010054,Positive thumb sign,Abnormality of the first metatarsal bone,Name Mismatch,True,Positive thumb sign,1,sim2,False,Check Mapping,False,,
HP:0010046,Positive thumb sign (Steinberg sign),Aplasia of the 5th metacarpal,Name Mismatch,True,Positive thumb sign,1,sim2,False,Check Mapping,False,,
HP:0002895,Chest pain,Papillary thyroid carcinoma,Name Mismatch,True,Chest pain,1,sim2,False,Check Mapping,False,,
HP:0010043,Steinberg sign,Aplasia of the 4th metacarpal,Name Mismatch,True,Steinberg sign,1,sim2,False,Check Mapping,False,,
HP:0008914,Postnatal growth acceleration,,Invalid ID,False,Postnatal growth acceleration,1,sim2,False,Invalid ID,False,,
HP:0008913,Accelerated skeletal maturation,,Invalid ID,False,Accelerated skeletal maturation,1,sim2,False,Invalid ID,False,,
HP:0008453,Progressive scoliosis,Congenital kyphoscoliosis,Name Mismatch,True,Progressive scoliosis,1,sim2,False,Check Mapping,False,,
HP:0008452,Progressive scoliosis,Wafer-thin platyspondyly,Name Mismatch,True,Progressive scoliosis,1,sim2,False,Check Mapping,False,,
HP:0002933,Progressive scoliosis,Ventral hernia,Name Mismatch,True,Progressive scoliosis,1,sim2,False,Check Mapping,False,,
HP:0003144,Cardiac murmur,Increased serum serotonin,Name Mismatch,True,Cardiac murmur,1,sim2,False,Check Mapping,False,,
HP:0003144,Heart murmur,Increased serum serotonin,Name Mismatch,True,Heart murmur,1,sim2,False,Check Mapping,False,,
HP:0004325,Thin habitus,Decreased body weight,Name Mismatch,True,Thin habitus,1,sim2,False,Check Mapping,False,,
HP:0004333,Thin body habitus,Bone-marrow foam cells,Name Mismatch,True,Thin body habitus,1,sim2,False,Check Mapping,False,,
HP:0003422,Back pain,Vertebral segmentation defect,Name Mismatch,True,Back pain,1,sim2,False,Check Mapping,False,,
HP:0004365,Thin body habitus,Abnormal circulating tryptophan concentration,Name Mismatch,True,Thin body habitus,1,sim2,False,Check Mapping,False,,
HP:0003498,Slender build,Disproportionate short stature,Name Mismatch,True,Slender build,1,sim2,False,Check Mapping,False,,
HP:0004364,Thin build,Abnormal circulating nitrogen compound concentration,Name Mismatch,True,Thin build,1,sim2,False,Check Mapping,False,,
HP:0004364,Thin body habitus,Abnormal circulating nitrogen compound concentration,Name Mismatch,True,Thin body habitus,1,sim2,False,Check Mapping,False,,
HP:0004334,Thin habitus,Dermal atrophy,Name Mismatch,True,Thin habitus,1,sim2,False,Check Mapping,False,,
HP:0004334,Thin build,Dermal atrophy,Name Mismatch,True,Thin build,1,sim2,False,Check Mapping,False,,
HP:0003508,Asthenic habitus,Proportionate short stature,Name Mismatch,True,Asthenic habitus,1,sim2,False,Check Mapping,False,,
HP:0003508,Slender build,Proportionate short stature,Name Mismatch,True,Slender build,1,sim2,False,Check Mapping,False,,
HP:0003522,Arm span greater than height,,Invalid ID,False,Arm span greater than height,1,sim2,False,Invalid ID,False,,
HP:0004334,Decreased body weight,Dermal atrophy,Name Mismatch,True,Decreased body weight,1,sim2,False,Check Mapping,False,,
HP:0003541,Exertional chest pain,Urinary glycosaminoglycan excretion,Name Mismatch,True,Exertional chest pain,1,sim2,False,Check Mapping,False,,
HP:0004333,Thin habitus,Bone-marrow foam cells,Name Mismatch,True,Thin habitus,1,sim2,False,Check Mapping,False,,
HP:0004333,Thin build,Bone-marrow foam cells,Name Mismatch,True,Thin build,1,sim2,False,Check Mapping,False,,
HP:0004333,Slender build,Bone-marrow foam cells,Name Mismatch,True,Slender build,1,sim2,False,Check Mapping,False,,
HP:0004365,Thin build,Abnormal circulating tryptophan concentration,Name Mismatch,True,Thin build,1,sim2,False,Check Mapping,False,,
HP:0004332,Slender build,Abnormal lymphocyte morphology,Name Mismatch,True,Slender build,1,sim2,False,Check Mapping,False,,
HP:0003542,Exertional chest pain,Increased circulating pyruvate concentration,Name Mismatch,True,Exertional chest pain,1,sim2,False,Check Mapping,False,,
HP:0010459,Heart murmur,True hermaphroditism,Name Mismatch,True,Heart murmur,1,sim2,False,Check Mapping,False,,
HP:0003834,Slender build,Shoulder dislocation,Name Mismatch,True,Slender build,1,sim2,False,Check Mapping,False,,
HP:0003546,Exertional chest pain,Exercise intolerance,Name Mismatch,True,Exertional chest pain,1,sim2,False,Check Mapping,False,,
HP:0004332,Holosystolic murmur,Abnormal lymphocyte morphology,Name Mismatch,True,Holosystolic murmur,1,sim2,False,Check Mapping,False,,
HP:0004332,Decreased body mass index,Abnormal lymphocyte morphology,Name Mismatch,True,Decreased body mass index,1,sim2,False,Check Mapping,False,,
HP:0004330,Thin build,Increased skull ossification,Name Mismatch,True,Thin build,1,sim2,False,Check Mapping,False,,
HP:0004330,Thin body habitus,Increased skull ossification,Name Mismatch,True,Thin body habitus,1,sim2,False,Check Mapping,False,,
HP:0003758,Reduced subcutaneous adipose tissue,Reduced subcutaneous adipose tissue,Exact Match,True,Reduced subcutaneous adipose tissue,1,sim2,True,None,True,,
HP:0004330,Slender build,Increased skull ossification,Name Mismatch,True,Slender build,1,sim2,False,Check Mapping,False,,
HP:0004325,Low body mass index,Decreased body weight,Name Mismatch,True,Low body mass index,1,sim2,False,Check Mapping,False,,
HP:0004325,Thin body habitus,Decreased body weight,Name Mismatch,True,Thin body habitus,1,sim2,False,Check Mapping,False,,
HP:0003561,Accelerated somatic growth,Birth length less than 3rd percentile,Name Mismatch,True,Accelerated somatic growth,1,sim2,False,Check Mapping,False,,
HP:0004325,Asthenic build,Decreased body weight,Name Mismatch,True,Asthenic build,1,sim2,False,Check Mapping,False,,
HP:0004324,Thin body habitus,Increased body weight,Name Mismatch,True,Thin body habitus,1,sim2,False,Check Mapping,False,,
HP:0005281,Depressed nasal bridge,Hypoplastic nasal bridge,Name Mismatch,True,Depressed nasal bridge,1,sim2,False,Check Mapping,False,,
HP:0004323,Low body mass index,Abnormality of body weight,Name Mismatch,True,Low body mass index,1,sim2,False,Check Mapping,False,,
HP:0005281,Broad nasal bridge,Hypoplastic nasal bridge,Name Mismatch,True,Broad nasal bridge,1,sim2,False,Check Mapping,False,,
HP:0004313,Holosystolic murmur,Decreased circulating immunoglobulin concentration,Name Mismatch,True,Holosystolic murmur,1,sim2,False,Check Mapping,False,,
HP:0005280,"reflects its misalignment with ""flat.""",Depressed nasal bridge,Name Mismatch,True,"reflects its misalignment with ""flat.""",1,sim2,False,Check Mapping,False,,
HP:0003195,Flat nasal bridge,,Invalid ID,False,Flat nasal bridge,1,sim2,False,Invalid ID,False,,
HP:0003256,Exertional chest pain,Abnormality of the coagulation cascade,Name Mismatch,True,Exertional chest pain,1,sim2,False,Check Mapping,False,,
HP:0003261,Progressive scoliosis,Increased circulating IgA concentration,Name Mismatch,True,Progressive scoliosis,1,sim2,False,Check Mapping,False,,
