Normalized_ID,Raw_Term,Official_Term_Name,Status,Is_Valid_ID,Cleaned_Term_Used,Frequency_Count,Model,Ontology_Match_Check,Suggested_Error_Type,MANUAL_Is_Real_Term,MANUAL_Present_In_Note,MANUAL_Error_Type,MANUAL_Present_In_Note_Evidence,MANUAL_Present_In_Note_Support
HP:0011004,Abnormal systolic murmur,Abnormal systemic arterial morphology,Name Mismatch,TRUE,Abnormal systolic murmur,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Cardio: RRR, holosystolic murmur",direct
HP:0000766,Abnormality of the anterior chest wall,Abnormal sternum morphology,Name Mismatch,TRUE,Abnormality of the anterior chest wall,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"17-year-old male with multiple systemic features suggestive of Marfan syndrome, including tall stature with increased arm-span-to-height ratio, positive wrist/thumb signs, scoliosis, pectus deformity, myopia, and joint hypermobility.",direct
HP:0000762,Abnormality of the chest wall,Decreased nerve conduction velocity,Name Mismatch,TRUE,Abnormality of the chest wall,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"17-year-old male with multiple systemic features suggestive of Marfan syndrome, including tall stature with increased arm-span-to-height ratio, positive wrist/thumb signs, scoliosis, pectus deformity, myopia, and joint hypermobility.",direct
HP:0000765,Abnormality of the chest wall,Abnormal thorax morphology,Name Mismatch,TRUE,Abnormality of the chest wall,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"17-year-old male with multiple systemic features suggestive of Marfan syndrome, including tall stature with increased arm-span-to-height ratio, positive wrist/thumb signs, scoliosis, pectus deformity, myopia, and joint hypermobility.",direct
HP:0000766,Abnormality of the chest wall,Abnormal sternum morphology,Name Mismatch,TRUE,Abnormality of the chest wall,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"17-year-old male with multiple systemic features suggestive of Marfan syndrome, including tall stature with increased arm-span-to-height ratio, positive wrist/thumb signs, scoliosis, pectus deformity, myopia, and joint hypermobility.",direct
HP:0000766,Abnormality of the sternum,Abnormal sternum morphology,Synonym,TRUE,Abnormality of the sternum,3,sim2,TRUE,None,TRUE,TRUE,0,"17-year-old male with multiple systemic features suggestive of Marfan syndrome, including tall stature with increased arm-span-to-height ratio, positive wrist/thumb signs, scoliosis, pectus deformity, myopia, and joint hypermobility.",direct
HP:0000765,Abnormality of the sternum,Abnormal thorax morphology,Name Mismatch,TRUE,Abnormality of the sternum,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"17-year-old male with multiple systemic features suggestive of Marfan syndrome, including tall stature with increased arm-span-to-height ratio, positive wrist/thumb signs, scoliosis, pectus deformity, myopia, and joint hypermobility.",direct
HP:0000765,Abnormality of the thorax,Abnormal thorax morphology,Synonym,TRUE,Abnormality of the thorax,2,sim2,TRUE,None,TRUE,TRUE,0,"17-year-old male with multiple systemic features suggestive of Marfan syndrome, including tall stature with increased arm-span-to-height ratio, positive wrist/thumb signs, scoliosis, pectus deformity, myopia, and joint hypermobility.",direct
HP:0000766,Abnormality of the thorax,Abnormal sternum morphology,Name Mismatch,TRUE,Abnormality of the thorax,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"17-year-old male with multiple systemic features suggestive of Marfan syndrome, including tall stature with increased arm-span-to-height ratio, positive wrist/thumb signs, scoliosis, pectus deformity, myopia, and joint hypermobility.",direct
HP:0000889,Abnormally rapid growth,Abnormal clavicle morphology,Name Mismatch,TRUE,Abnormally rapid growth,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001578,Abnormally rapid growth,,Invalid ID,FALSE,Abnormally rapid growth,1,sim2,FALSE,Invalid ID,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001548,Accelerated growth,Overgrowth,Name Mismatch,TRUE,Accelerated growth,3,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001510,Accelerated growth,Growth delay,Name Mismatch,TRUE,Accelerated growth,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001550,Accelerated growth,,Invalid ID,FALSE,Accelerated growth,2,sim2,FALSE,Invalid ID,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001558,Accelerated growth,Decreased fetal movement,Name Mismatch,TRUE,Accelerated growth,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0005616,Accelerated growth,Accelerated skeletal maturation,Name Mismatch,TRUE,Accelerated growth,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0000876,Accelerated growth,Oligomenorrhea,Name Mismatch,TRUE,Accelerated growth,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0000155,Accelerated growth,Oral ulcer,Name Mismatch,TRUE,Accelerated growth,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001513,Accelerated growth,Obesity,Name Mismatch,TRUE,Accelerated growth,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001520,Accelerated growth,Large for gestational age,Name Mismatch,TRUE,Accelerated growth,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001527,Accelerated growth,,Invalid ID,FALSE,Accelerated growth,1,sim2,FALSE,Invalid ID,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001558,"Accelerated growth (from ""rapid interval growth"") - Direct",Decreased fetal movement,Name Mismatch,TRUE,Accelerated growth - Direct,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001527,Accelerated skeletal growth,,Invalid ID,FALSE,Accelerated skeletal growth,1,sim2,FALSE,Invalid ID,FALSE,FALSE,1,,
HP:0005616,Accelerated skeletal maturation,Accelerated skeletal maturation,Exact Match,TRUE,Accelerated skeletal maturation,2,sim2,TRUE,None,TRUE,FALSE,3,,
HP:0001558,Accelerated skeletal maturation,Decreased fetal movement,Name Mismatch,TRUE,Accelerated skeletal maturation,2,sim2,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0005617,Accelerated skeletal maturation,Bilateral camptodactyly,Name Mismatch,TRUE,Accelerated skeletal maturation,1,sim2,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0008913,Accelerated skeletal maturation,,Invalid ID,FALSE,Accelerated skeletal maturation,1,sim2,FALSE,Invalid ID,FALSE,FALSE,2,,
HP:0001522,Accelerated skeletal maturation,Death in infancy,Name Mismatch,TRUE,Accelerated skeletal maturation,1,sim2,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0001510,Accelerated somatic growth,Growth delay,Name Mismatch,TRUE,Accelerated somatic growth,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0003561,Accelerated somatic growth,Birth length less than 3rd percentile,Name Mismatch,TRUE,Accelerated somatic growth,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001558,Accelerated somatic growth,Decreased fetal movement,Name Mismatch,TRUE,Accelerated somatic growth,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"General: No fevers, weight loss, or night sweats. Reports rapid interval growth.",direct
HP:0001903,Anemia,Anemia,Exact Match,TRUE,Anemia,10,sim2,TRUE,None,TRUE,TRUE,0,Hemoglobin: 11.2 g/dL (13.5–17.5 g/dL),inferred
HP:0001892,Anemia,Abnormal bleeding,Name Mismatch,TRUE,Anemia,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Hemoglobin: 11.2 g/dL (13.5–17.5 g/dL),inferred
HP:0001891,Anemia,Iron deficiency anemia,Name Mismatch,TRUE,Anemia,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Hemoglobin: 11.2 g/dL (13.5–17.5 g/dL),inferred
HP:0001939,Anemia,Abnormality of metabolism/homeostasis,Name Mismatch,TRUE,Anemia,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Hemoglobin: 11.2 g/dL (13.5–17.5 g/dL),inferred
HP:0001977,Anemia,Abnormal thrombosis,Name Mismatch,TRUE,Anemia,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Hemoglobin: 11.2 g/dL (13.5–17.5 g/dL),inferred
HP:0011273,Anisocytosis,Anisocytosis,Exact Match,TRUE,Anisocytosis,4,sim2,TRUE,None,TRUE,TRUE,0,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001900,Anisocytosis,Increased circulating hemoglobin concentration,Name Mismatch,TRUE,Anisocytosis,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0012136,Anisocytosis,Dysplastic granulopoesis,Name Mismatch,TRUE,Anisocytosis,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001902,Anisocytosis,Giant platelets,Name Mismatch,TRUE,Anisocytosis,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001901,Anisocytosis,Polycythemia,Name Mismatch,TRUE,Anisocytosis,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001939,Anisocytosis,Abnormality of metabolism/homeostasis,Name Mismatch,TRUE,Anisocytosis,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001923,Anisocytosis,Reticulocytosis,Name Mismatch,TRUE,Anisocytosis,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0005517,Anisocytosis,T-cell lymphoma/leukemia,Name Mismatch,TRUE,Anisocytosis,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0004820,Anisocytosis,Acute myelomonocytic leukemia,Name Mismatch,TRUE,Anisocytosis,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0011883,Anisocytosis,Abnormal platelet granules,Name Mismatch,TRUE,Anisocytosis,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0025066,Anisocytosis,Decreased mean corpuscular volume,Name Mismatch,TRUE,Anisocytosis,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001878,Anisocytosis,Hemolytic anemia,Name Mismatch,TRUE,Anisocytosis,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001891,Anisocytosis,Iron deficiency anemia,Name Mismatch,TRUE,Anisocytosis,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001903,Anisocytosis,Anemia,Name Mismatch,TRUE,Anisocytosis,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001924,Anisocytosis,Sideroblastic anemia,Name Mismatch,TRUE,Anisocytosis,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001925,Anisocytosis,,Invalid ID,FALSE,Anisocytosis,1,sim2,FALSE,Invalid ID,FALSE,TRUE,1,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0011273,Anisocytosis - INFERRED (high RDW),Anisocytosis,Name Mismatch,TRUE,Anisocytosis - INFERRED,1,sim2,FALSE,Check Mapping,FALSE,TRUE,0,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0011273,Anisocytosis (from high RDW) - Inferred,Anisocytosis,Name Mismatch,TRUE,Anisocytosis - Inferred,1,sim2,FALSE,Check Mapping,FALSE,TRUE,0,Red Cell Distribution Width: 15.2% (11.5–14.5%),inferred
HP:0001166,Arachnodactyly,Arachnodactyly,Exact Match,TRUE,Arachnodactyly,9,sim2,TRUE,None,TRUE,TRUE,0,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001168,Arachnodactyly,,Invalid ID,FALSE,Arachnodactyly,2,sim2,FALSE,Invalid ID,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001167,Arachnodactyly,Abnormal finger morphology,Name Mismatch,TRUE,Arachnodactyly,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0030084,Arachnodactyly,Clinodactyly,Name Mismatch,TRUE,Arachnodactyly,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001155,Arachnodactyly,Abnormality of the hand,Name Mismatch,TRUE,Arachnodactyly,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001156,Arachnodactyly,Brachydactyly,Name Mismatch,TRUE,Arachnodactyly,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001236,Arachnodactyly,,Invalid ID,FALSE,Arachnodactyly,1,sim2,FALSE,Invalid ID,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001196,Arachnodactyly,Short umbilical cord,Name Mismatch,TRUE,Arachnodactyly,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001199,Arachnodactyly,Triphalangeal thumb,Name Mismatch,TRUE,Arachnodactyly,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001193,Arachnodactyly,Ulnar deviation of the hand or of fingers of the hand,Name Mismatch,TRUE,Arachnodactyly,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001169,Arachnodactyly,Broad palm,Name Mismatch,TRUE,Arachnodactyly,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0000586,Arachnodactyly,Shallow orbits,Name Mismatch,TRUE,Arachnodactyly,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001507,Arachnodactyly,Growth abnormality,Name Mismatch,TRUE,Arachnodactyly,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001166,"Arachnodactyly - DIRECT (""abnormally long fingers"", ""arachnodactyly"")",Arachnodactyly,Name Mismatch,TRUE,Arachnodactyly - DIRECT,1,sim2,FALSE,Check Mapping,FALSE,TRUE,0,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0001166,"Arachnodactyly (from ""long fingers"", ""arachnodactyly of hand and feet"") - Direct",Arachnodactyly,Name Mismatch,TRUE,Arachnodactyly - Direct,1,sim2,FALSE,Check Mapping,FALSE,TRUE,0,"Musc/Skel: Mild/moderate scoliosis, arachnodactyly of hand and feet.",direct
HP:0025476,Arm span exceeds height,Testicular lipomatosis,Name Mismatch,TRUE,Arm span exceeds height,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"17-year-old male with multiple systemic features suggestive of Marfan syndrome, including tall stature with increased arm-span-to-height ratio, positive wrist/thumb signs, scoliosis, pectus deformity, myopia, and joint hypermobility.",direct
HP:0003522,Arm span greater than height,,Invalid ID,FALSE,Arm span greater than height,1,sim2,FALSE,Invalid ID,FALSE,TRUE,1,tall stature with increased arm-span-to-height ratio,inferred
HP:0030074,Arm span greater than height,Chemodectoma,Name Mismatch,TRUE,Arm span greater than height,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,tall stature with increased arm-span-to-height ratio,inferred
HP:0001517,Arm span greater than height,,Invalid ID,FALSE,Arm span greater than height,1,sim2,FALSE,Invalid ID,FALSE,TRUE,1,tall stature with increased arm-span-to-height ratio,inferred
HP:0001510,Arm span greater than height,Growth delay,Name Mismatch,TRUE,Arm span greater than height,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,tall stature with increased arm-span-to-height ratio,inferred
HP:0001511,Arm span greater than height,Intrauterine growth retardation,Name Mismatch,TRUE,Arm span greater than height,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,tall stature with increased arm-span-to-height ratio,inferred
HP:0002829,Arthralgia,Arthralgia,Exact Match,TRUE,Arthralgia,8,sim2,TRUE,None,TRUE,TRUE,0,Occasional joint pain.,direct
HP:0010627,Arthralgia,Anterior pituitary hypoplasia,Name Mismatch,TRUE,Arthralgia,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Occasional joint pain.,direct
HP:0002827,Arthralgia,Hip dislocation,Name Mismatch,TRUE,Arthralgia,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Occasional joint pain.,direct
HP:0001254,Arthralgia,Lethargy,Name Mismatch,TRUE,Arthralgia,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Occasional joint pain.,direct
HP:0002829,"Arthralgia - DIRECT (""occasional joint pain"")",Arthralgia,Name Mismatch,TRUE,Arthralgia - DIRECT,1,sim2,FALSE,Check Mapping,FALSE,TRUE,0,Occasional joint pain.,direct
HP:0002829,"Arthralgia (from ""occasional joint pain"") - Direct",Arthralgia,Name Mismatch,TRUE,Arthralgia - Direct,1,sim2,FALSE,Check Mapping,FALSE,TRUE,0,Musculoskeletal: Back pain related to scoliosis. Occasional joint pain.,direct
HP:0001533,Asthenic body habitus,Slender build,Name Mismatch,TRUE,Asthenic body habitus,1,sim2,FALSE,Check Mapping,FALSE,TRUE,0,"Diagnosis: Thin body habitus, long fingers.",direct
HP:0004325,Asthenic build,Decreased body weight,Name Mismatch,TRUE,Asthenic build,1,sim2,FALSE,Check Mapping,FALSE,FALSE,1,,
HP:0001510,Asthenic build,Growth delay,Name Mismatch,TRUE,Asthenic build,1,sim2,FALSE,Check Mapping,FALSE,FALSE,1,,
HP:0003508,Asthenic habitus,Proportionate short stature,Name Mismatch,TRUE,Asthenic habitus,1,sim2,FALSE,Check Mapping,FALSE,FALSE,1,,
HP:0001533,Asthenic habitus,Slender build,Synonym,TRUE,Asthenic habitus,1,sim2,TRUE,None,TRUE,FALSE,0,,direct
HP:0003418,Back pain,Back pain,Exact Match,TRUE,Back pain,7,sim2,TRUE,None,TRUE,TRUE,0,Back pain related to scoliosis.,direct
HP:0003419,Back pain,Low back pain,Name Mismatch,TRUE,Back pain,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Back pain related to scoliosis.,direct
HP:0003422,Back pain,Vertebral segmentation defect,Name Mismatch,TRUE,Back pain,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Back pain related to scoliosis.,direct
HP:0003270,Back pain,Abdominal distention,Name Mismatch,TRUE,Back pain,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Back pain related to scoliosis.,direct
HP:0003364,Back pain,,Invalid ID,FALSE,Back pain,1,sim2,FALSE,Invalid ID,FALSE,TRUE,1,Back pain related to scoliosis.,direct
HP:0002805,Back pain,Accelerated bone age after puberty,Name Mismatch,TRUE,Back pain,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Back pain related to scoliosis.,direct
HP:0003418,"Back pain (from ""Back pain related to scoliosis"") - Direct",Back pain,Name Mismatch,TRUE,Back pain - Direct,1,sim2,FALSE,Check Mapping,FALSE,TRUE,0,Musculoskeletal: Back pain related to scoliosis.,direct
HP:0004322,Body habitus,Short stature,Name Mismatch,TRUE,Body habitus,1,sim2,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0002757,Bone fracture,Recurrent fractures,Name Mismatch,TRUE,Bone fracture,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,He has a history of clavicular fracture from an ATV accident when he was 8 years old.,direct
HP:0005281,Broad nasal bridge,Hypoplastic nasal bridge,Name Mismatch,TRUE,Broad nasal bridge,1,sim2,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0004322,Cachexia,Short stature,Name Mismatch,TRUE,Cachexia,1,sim2,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0001627,Cardiac murmur,Abnormal heart morphology,Name Mismatch,TRUE,Cardiac murmur,4,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Cardio: RRR, holosystolic murmur",direct
HP:0001622,Cardiac murmur,Premature birth,Name Mismatch,TRUE,Cardiac murmur,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Cardio: RRR, holosystolic murmur",direct
HP:0001626,Cardiac murmur,Abnormality of the cardiovascular system,Name Mismatch,TRUE,Cardiac murmur,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Cardio: RRR, holosystolic murmur",direct
HP:0001629,Cardiac murmur,Ventricular septal defect,Name Mismatch,TRUE,Cardiac murmur,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Cardio: RRR, holosystolic murmur",direct
HP:0003144,Cardiac murmur,Increased serum serotonin,Name Mismatch,TRUE,Cardiac murmur,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Cardio: RRR, holosystolic murmur",direct
HP:0001902,Cardiac murmur,Giant platelets,Name Mismatch,TRUE,Cardiac murmur,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Cardio: RRR, holosystolic murmur",direct
HP:0001662,Cardiac murmur,Bradycardia,Name Mismatch,TRUE,Cardiac murmur,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Cardio: RRR, holosystolic murmur",direct
HP:0001634,Cardiac murmur,Mitral valve prolapse,Name Mismatch,TRUE,Cardiac murmur,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,"Cardio: RRR, holosystolic murmur",direct
HP:0001624,Cardiac murmur,,Invalid ID,FALSE,Cardiac murmur,1,sim2,FALSE,Invalid ID,FALSE,TRUE,1,"Cardio: RRR, holosystolic murmur",direct
HP:0100749,Chest pain,Chest pain,Exact Match,TRUE,Chest pain,7,sim2,TRUE,None,TRUE,TRUE,0,Intermittent exertional chest discomfort.,direct
HP:0030837,Chest pain,Finger pain,Name Mismatch,TRUE,Chest pain,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Intermittent exertional chest discomfort.,direct
HP:0030835,Chest pain,Elbow pain,Name Mismatch,TRUE,Chest pain,2,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Intermittent exertional chest discomfort.,direct
HP:0002879,Chest pain,Anisospondyly,Name Mismatch,TRUE,Chest pain,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Intermittent exertional chest discomfort.,direct
HP:0002878,Chest pain,Respiratory failure,Name Mismatch,TRUE,Chest pain,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Intermittent exertional chest discomfort.,direct
HP:0002895,Chest pain,Papillary thyroid carcinoma,Name Mismatch,TRUE,Chest pain,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Intermittent exertional chest discomfort.,direct
HP:0100598,Chest pain,Pulmonary edema,Name Mismatch,TRUE,Chest pain,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Intermittent exertional chest discomfort.,direct
HP:0033047,Chest pain,Body ache,Name Mismatch,TRUE,Chest pain,1,sim2,FALSE,Check Mapping,FALSE,TRUE,1,Intermittent exertional chest discomfort.,direct
