Normalized_ID,Raw_Term,Official_Term_Name,Status,Is_Valid_ID,Cleaned_Term_Used,Frequency_Count,Model,Ontology_Match_Check,Suggested_Error_Type,MANUAL_Is_Real_Term,MANUAL_Present_In_Note,MANUAL_Error_Type,MANUAL_Present_In_Note_Evidence,MANUAL_Present_In_Note_Support
HP:0030070,Aneuploidy,Central primitive neuroectodermal tumor,Name Mismatch,TRUE,Aneuploidy,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"confirmed diagnosis of Down syndrome (trisomy 21) via postnatal karyotype (47,XX,+21)",direct
HP:0002879,Aneuploidy of chromosome 21,Anisospondyly,Name Mismatch,TRUE,Aneuploidy of chromosome 21,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"confirmed diagnosis of Down syndrome (trisomy 21) via postnatal karyotype (47,XX,+21)",direct
HP:0000158,Macroglossia,Macroglossia,Exact Match,TRUE,Macroglossia,5,sim3,TRUE,None,TRUE,FALSE,0,,inferred
HP:0000218,High arched palate,High palate,Synonym,TRUE,High arched palate,3,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000349,as the main term),Widow's peak,Name Mismatch,TRUE,as the main term),1,sim3,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0001202,Bilateral single transverse palmar crease,,Invalid ID,FALSE,Bilateral single transverse palmar crease,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0000218,High palate,High palate,Exact Match,TRUE,High palate,9,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0010492,Bilateral single transverse palmar creases,Osseous finger syndactyly,Name Mismatch,TRUE,Bilateral single transverse palmar creases,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0010476,Bilateral single transverse palmar creases,Aplasia/Hypoplasia of the bladder,Name Mismatch,TRUE,Bilateral single transverse palmar creases,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0010477,Bilateral single transverse palmar creases,Aplasia of the bladder,Name Mismatch,TRUE,Bilateral single transverse palmar creases,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0006173,Bilateral single transverse palmar creases,,Invalid ID,FALSE,Bilateral single transverse palmar creases,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0006175,Bilateral single transverse palmar creases,Proximal phalangeal periosteal thickening,Name Mismatch,TRUE,Bilateral single transverse palmar creases,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0006179,Bilateral single transverse palmar creases,Pseudoepiphyses of second metacarpal,Name Mismatch,TRUE,Bilateral single transverse palmar creases,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0000954,Bilateral single transverse palmar creases,Single transverse palmar crease,Name Mismatch,TRUE,Bilateral single transverse palmar creases,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001202,Bilateral single transverse palmar creases,,Invalid ID,FALSE,Bilateral single transverse palmar creases,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001163,Bilateral single transverse palmar creases,obsolete Abnormality of the metacarpal bones,Name Mismatch,TRUE,Bilateral single transverse palmar creases,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001168,Bilateral single transverse palmar creases,,Invalid ID,FALSE,Bilateral single transverse palmar creases,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0000218,"High palate (Direct - for ""high arched palate"")",High palate,Exact Match,TRUE,High palate,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000218,"High palate (Direct, from ""high arched palate"")",High palate,Exact Match,TRUE,High palate,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000218,"High palate (Directly stated as ""high arched palate"")",High palate,Exact Match,TRUE,High palate,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000252,Brachycephaly,Microcephaly,Name Mismatch,TRUE,Brachycephaly,2,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000316,Brachycephaly,Hypertelorism,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000218,Brachycephaly,High palate,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000219,Brachycephaly,Thin upper lip vermilion,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000249,Brachycephaly,,Invalid ID,FALSE,Brachycephaly,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000256,Brachycephaly,Macrocephaly,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000247,Brachycephaly,,Invalid ID,FALSE,Brachycephaly,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000245,Brachycephaly,Abnormal paranasal sinus morphology,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000244,Brachycephaly,Brachyturricephaly,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000228,Brachycephaly,Oral cavity telangiectasia,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000229,Brachycephaly,,Invalid ID,FALSE,Brachycephaly,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000243,Brachycephaly,Trigonocephaly,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000230,Brachycephaly,Gingivitis,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000232,Brachycephaly,Everted lower lip vermilion,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000233,Brachycephaly,Thin vermilion border,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000236,Brachycephaly,Abnormal anterior fontanelle morphology,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000237,Brachycephaly,Small anterior fontanelle,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000242,Brachycephaly,Parietal bossing,Name Mismatch,TRUE,Brachycephaly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000248,"Brachycephaly - Yes, from exam.",Brachycephaly,Name Mismatch,TRUE,"Brachycephaly - Yes, from exam.",1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000218,High palate (high-arched palate),High palate,Exact Match,TRUE,High palate,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000218,"High, arched palate",High palate,Synonym,TRUE,"High, arched palate",1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000446,Broad nasal bridge,Narrow nasal bridge,Name Mismatch,TRUE,Broad nasal bridge,1,sim3,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0000456,Broad nasal bridge,Bifid nasal tip,Name Mismatch,TRUE,Broad nasal bridge,1,sim3,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0030071,Chromosomal trisomy,Medulloepithelioma,Name Mismatch,TRUE,Chromosomal trisomy,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"confirmed diagnosis of Down syndrome (trisomy 21) via postnatal karyotype (47,XX,+21)",direct
HP:0000218,High-arched palate,High palate,Synonym,TRUE,High-arched palate,5,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0001155,Clinodactyly,Abnormality of the hand,Name Mismatch,TRUE,Clinodactyly,2,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001167,Clinodactyly,Abnormal finger morphology,Name Mismatch,TRUE,Clinodactyly,2,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001198,Clinodactyly,,Invalid ID,FALSE,Clinodactyly,2,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001173,Clinodactyly,,Invalid ID,FALSE,Clinodactyly,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001156,Clinodactyly,Brachydactyly,Name Mismatch,TRUE,Clinodactyly,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001157,Clinodactyly,,Invalid ID,FALSE,Clinodactyly,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001158,Clinodactyly,,Invalid ID,FALSE,Clinodactyly,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001170,Clinodactyly,,Invalid ID,FALSE,Clinodactyly,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001236,Clinodactyly of fifth finger,,Invalid ID,FALSE,Clinodactyly of fifth finger,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001157,Clinodactyly of fifth finger,,Invalid ID,FALSE,Clinodactyly of fifth finger,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001153,Clinodactyly of fifth finger,Septate vagina,Name Mismatch,TRUE,Clinodactyly of fifth finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001155,Clinodactyly of fifth finger,Abnormality of the hand,Name Mismatch,TRUE,Clinodactyly of fifth finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001196,Clinodactyly of fifth finger,Short umbilical cord,Name Mismatch,TRUE,Clinodactyly of fifth finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001162,Clinodactyly of fifth finger,Postaxial hand polydactyly,Name Mismatch,TRUE,Clinodactyly of fifth finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001166,Clinodactyly of fifth finger,Arachnodactyly,Name Mismatch,TRUE,Clinodactyly of fifth finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001167,Clinodactyly of fifth finger,Abnormal finger morphology,Name Mismatch,TRUE,Clinodactyly of fifth finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001168,Clinodactyly of fifth finger,,Invalid ID,FALSE,Clinodactyly of fifth finger,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001169,Clinodactyly of fifth finger,Broad palm,Name Mismatch,TRUE,Clinodactyly of fifth finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001173,Clinodactyly of fifth finger,,Invalid ID,FALSE,Clinodactyly of fifth finger,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001175,Clinodactyly of fifth finger,,Invalid ID,FALSE,Clinodactyly of fifth finger,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0000152,Clinodactyly of finger,Abnormality of head or neck,Name Mismatch,TRUE,Clinodactyly of finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0000248,Brachycephaly,Brachycephaly,Exact Match,TRUE,Brachycephaly,9,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0009183,Clinodactyly of the 5th finger,Joint contracture of the 5th finger,Name Mismatch,TRUE,Clinodactyly of the 5th finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0100295,Clinodactyly of the 5th finger,Muscle fiber atrophy,Name Mismatch,TRUE,Clinodactyly of the 5th finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0030084,Clinodactyly of the 5th finger,Clinodactyly,Name Mismatch,TRUE,Clinodactyly of the 5th finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0100490,Clinodactyly of the 5th finger,Camptodactyly of finger,Name Mismatch,TRUE,Clinodactyly of the 5th finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0004316,Clinodactyly of the 5th finger,,Invalid ID,FALSE,Clinodactyly of the 5th finger,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0004353,Clinodactyly of the 5th finger,Abnormal circulating pyrimidine concentration,Name Mismatch,TRUE,Clinodactyly of the 5th finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0000617,Clinodactyly of the 5th finger,Abnormality of ocular smooth pursuit,Name Mismatch,TRUE,Clinodactyly of the 5th finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0000248,Brachycephaly (Direct),Brachycephaly,Exact Match,TRUE,Brachycephaly,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000248,Brachycephaly (Directly stated),Brachycephaly,Exact Match,TRUE,Brachycephaly,1,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0000286,Epicanthal fold,Epicanthus,Synonym,TRUE,Epicanthal fold,4,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0004209,Clinodactyly of the fifth finger,Clinodactyly of the 5th finger,Name Mismatch,TRUE,Clinodactyly of the fifth finger,2,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0100490,Clinodactyly of the fifth finger,Camptodactyly of finger,Name Mismatch,TRUE,Clinodactyly of the fifth finger,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Musculoskeletal: Generalized hypotonia, no joint hypermobility, single palmar crease bilaterally, clinodactyly of fifth fingers.",direct
HP:0001428,Complete trisomy 21,obsolete Somatic mutation,Name Mismatch,TRUE,Complete trisomy 21,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Karyotype (performed postnatally): 47,XX,+21 (trisomy 21), no mosaicism",direct
HP:0004904,Complete trisomy 21,Maturity-onset diabetes of the young,Name Mismatch,TRUE,Complete trisomy 21,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Karyotype (performed postnatally): 47,XX,+21 (trisomy 21), no mosaicism",direct
HP:0003745,Complete trisomy 21,Sporadic,Name Mismatch,TRUE,Complete trisomy 21,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,"Karyotype (performed postnatally): 47,XX,+21 (trisomy 21), no mosaicism",direct
HP:0000851,Congenital hypothyroidism,Congenital hypothyroidism,Exact Match,TRUE,Congenital hypothyroidism,3,sim3,TRUE,None,TRUE,FALSE,3,,
HP:0008205,Congenital hypothyroidism,Insulin-dependent but ketosis-resistant diabetes,Name Mismatch,TRUE,Congenital hypothyroidism,1,sim3,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0000830,Congenital hypothyroidism,Anterior hypopituitarism,Name Mismatch,TRUE,Congenital hypothyroidism,1,sim3,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0000832,Congenital hypothyroidism,Primary hypothyroidism,Name Mismatch,TRUE,Congenital hypothyroidism,1,sim3,FALSE,Check Mapping,FALSE,FALSE,2,,
HP:0000286,Epicanthal folds,Epicanthus,Synonym,TRUE,Epicanthal folds,3,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
HP:0002914,Decreased circulating free T4 concentration,Hyperchloriduria,Name Mismatch,TRUE,Decreased circulating free T4 concentration,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,direct
HP:0011746,Decreased circulating free T4 concentration,Secretory adrenocortical adenoma,Name Mismatch,TRUE,Decreased circulating free T4 concentration,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,direct
HP:0011802,Decreased circulating free T4 concentration,Hamartoma of tongue,Name Mismatch,TRUE,Decreased circulating free T4 concentration,1,sim3,FALSE,Check Mapping,FALSE,TRUE,1,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,direct
HP:0008246,Decreased circulating free T4 concentration,,Invalid ID,FALSE,Decreased circulating free T4 concentration,1,sim3,FALSE,Invalid ID,FALSE,TRUE,1,Thyroid Function Tests:  TSH: 12.5 mIU/L (1.7–9.1 mIU/L) – Elevated  Free T4: 0.6 ng/dL (0.8–2.0 ng/dL) – Low,direct
HP:0000286,Epicanthus,Epicanthus,Exact Match,TRUE,Epicanthus,9,sim3,TRUE,None,TRUE,TRUE,0,"HEENT: Brachycephaly, upslanting palpebral fissures, epicanthal folds, small ears, flat nasal bridge, protruding tongue, high arched palate.",direct
