Normalized_ID,Raw_Term,Official_Term_Name,Status,Is_Valid_ID,Cleaned_Term_Used,Frequency_Count,Model,Ontology_Match_Check,Suggested_Error_Type,MANUAL_Is_Real_Term,MANUAL_Present_In_Note,MANUAL_Error_Type
HP:0000218,High arched palate,High palate,Synonym,True,High arched palate,3,sim3,True,None,True,,
HP:0000851,Congenital hypothyroidism,Congenital hypothyroidism,Exact Match,True,Congenital hypothyroidism,3,sim3,True,None,True,,
HP:0030084,Clinodactyly,Clinodactyly,Exact Match,True,Clinodactyly,3,sim3,True,None,True,,
HP:0000158,Protruding tongue,Macroglossia,Name Mismatch,True,Protruding tongue,3,sim3,False,Check Mapping,False,,
HP:0001263,Developmental delay,Global developmental delay,Synonym,True,Developmental delay,3,sim3,True,None,True,,
HP:0001252,Generalized hypotonia,Hypotonia,Name Mismatch,True,Generalized hypotonia,3,sim3,False,Check Mapping,False,,
HP:0000448,Flat nasal bridge,Prominent nose,Name Mismatch,True,Flat nasal bridge,3,sim3,False,Check Mapping,False,,
HP:0000431,Flat nasal bridge,Wide nasal bridge,Name Mismatch,True,Flat nasal bridge,3,sim3,False,Check Mapping,False,,
HP:0000417,Flat nasal bridge,Slender nose,Name Mismatch,True,Flat nasal bridge,2,sim3,False,Check Mapping,False,,
HP:0000496,Up-slanting palpebral fissure,Abnormality of eye movement,Name Mismatch,True,Up-slanting palpebral fissure,2,sim3,False,Check Mapping,False,,
HP:0000365,Microtia,Hearing impairment,Name Mismatch,True,Microtia,2,sim3,False,Check Mapping,False,,
HP:0000362,Microtia,Otosclerosis,Name Mismatch,True,Microtia,2,sim3,False,Check Mapping,False,,
HP:0000460,Short neck,Narrow nose,Name Mismatch,True,Short neck,2,sim3,False,Check Mapping,False,,
HP:0000346,Flat nasal bridge,Whistling appearance,Name Mismatch,True,Flat nasal bridge,2,sim3,False,Check Mapping,False,,
HP:0000340,Flat nasal bridge,Sloping forehead,Name Mismatch,True,Flat nasal bridge,2,sim3,False,Check Mapping,False,,
HP:0002925,Elevated circulating thyroid-stimulating hormone concentration,Elevated circulating thyroid-stimulating hormone concentration,Exact Match,True,Elevated circulating thyroid-stimulating hormone concentration,2,sim3,True,None,True,,
HP:0004325,Slow weight gain,Decreased body weight,Name Mismatch,True,Slow weight gain,2,sim3,False,Check Mapping,False,,
HP:0008853,Poor weight gain,,Invalid ID,False,Poor weight gain,2,sim3,False,Invalid ID,False,,
HP:0004325,Poor weight gain,Decreased body weight,Name Mismatch,True,Poor weight gain,2,sim3,False,Check Mapping,False,,
HP:0004209,Fifth finger clinodactyly,Clinodactyly of the 5th finger,Synonym,True,Fifth finger clinodactyly,2,sim3,True,None,True,,
HP:0009045,Inability to sit,Exercise-induced rhabdomyolysis,Name Mismatch,True,Inability to sit,2,sim3,False,Check Mapping,False,,
HP:0004209,Clinodactyly of the fifth finger,Clinodactyly of the 5th finger,Name Mismatch,True,Clinodactyly of the fifth finger,2,sim3,False,Check Mapping,False,,
HP:0000466,Up-slanting palpebral fissure,Limited neck range of motion,Name Mismatch,True,Up-slanting palpebral fissure,2,sim3,False,Check Mapping,False,,
HP:0001629,Trisomy 21,Ventricular septal defect,Name Mismatch,True,Trisomy 21,2,sim3,False,Check Mapping,False,,
HP:0001622,Down syndrome,Premature birth,Name Mismatch,True,Down syndrome,2,sim3,False,Check Mapping,False,,
HP:0000975,Velvety skin,Hyperhidrosis,Name Mismatch,True,Velvety skin,2,sim3,False,Check Mapping,False,,
HP:0004373,Poor weight gain,Focal dystonia,Name Mismatch,True,Poor weight gain,2,sim3,False,Check Mapping,False,,
HP:0000820,Hypothyroidism,Abnormality of the thyroid gland,Name Mismatch,True,Hypothyroidism,2,sim3,False,Check Mapping,False,,
HP:0002705,High arched palate,"High, narrow palate",Name Mismatch,True,High arched palate,2,sim3,False,Check Mapping,False,,
HP:0000407,Flat nasal bridge,Sensorineural hearing impairment,Name Mismatch,True,Flat nasal bridge,2,sim3,False,Check Mapping,False,,
HP:0002705,"High, narrow palate","High, narrow palate",Exact Match,True,"High, narrow palate",2,sim3,True,None,True,,
HP:0000427,Flat nasal bridge,,Invalid ID,False,Flat nasal bridge,2,sim3,False,Invalid ID,False,,
HP:0005280,Flat nasal bridge,Depressed nasal bridge,Synonym,True,Flat nasal bridge,2,sim3,True,None,True,,
HP:0000428,Flat nasal bridge,,Invalid ID,False,Flat nasal bridge,2,sim3,False,Invalid ID,False,,
HP:0000977,Velvety skin,Soft skin,Synonym,True,Velvety skin,2,sim3,True,None,True,,
HP:0000410,Flat nasal bridge,Mixed hearing impairment,Name Mismatch,True,Flat nasal bridge,2,sim3,False,Check Mapping,False,,
HP:0000582,Upslanted palpebral fissures,Upslanted palpebral fissure,Synonym,True,Upslanted palpebral fissures,2,sim3,True,None,True,,
HP:0000429,Flat nasal bridge,Abnormal morphology of the nasal alae,Name Mismatch,True,Flat nasal bridge,2,sim3,False,Check Mapping,False,,
HP:0000408,Flat nasal bridge,Progressive sensorineural hearing impairment,Name Mismatch,True,Flat nasal bridge,2,sim3,False,Check Mapping,False,,
HP:0000431,Depressed nasal bridge,Wide nasal bridge,Name Mismatch,True,Depressed nasal bridge,2,sim3,False,Check Mapping,False,,
HP:0000368,Microtia,"obsolete Low-set, posteriorly rotated ears",Name Mismatch,True,Microtia,2,sim3,False,Check Mapping,False,,
HP:0000436,Flat nasal bridge,Abnormal nasal tip morphology,Name Mismatch,True,Flat nasal bridge,2,sim3,False,Check Mapping,False,,
HP:0000400,Small ear,Macrotia,Name Mismatch,True,Small ear,2,sim3,False,Check Mapping,False,,
HP:0005973,Down syndrome,Fructose intolerance,Name Mismatch,True,Down syndrome,2,sim3,False,Check Mapping,False,,
HP:0000438,Flat nasal bridge,,Invalid ID,False,Flat nasal bridge,2,sim3,False,Invalid ID,False,,
HP:0007420,Velvety skin,Spontaneous hematomas,Name Mismatch,True,Velvety skin,2,sim3,False,Check Mapping,False,,
HP:0000377,Abnormality of the pinna,Abnormal pinna morphology,Name Mismatch,True,Abnormality of the pinna,2,sim3,False,Check Mapping,False,,
HP:0004374,Poor weight gain,Hemiplegia/hemiparesis,Name Mismatch,True,Poor weight gain,2,sim3,False,Check Mapping,False,,
HP:0002194,Gross motor delay,Delayed gross motor development,Synonym,True,Gross motor delay,2,sim3,True,None,True,,
HP:0000508,Trisomy 21,Ptosis,Name Mismatch,True,Trisomy 21,2,sim3,False,Check Mapping,False,,
HP:0000414,Flat nasal bridge,Bulbous nose,Name Mismatch,True,Flat nasal bridge,2,sim3,False,Check Mapping,False,,
HP:0000474,Increased nuchal translucency,Thickened nuchal skin fold,Name Mismatch,True,Increased nuchal translucency,2,sim3,False,Check Mapping,False,,
HP:0000978,Soft skin,Bruising susceptibility,Name Mismatch,True,Soft skin,2,sim3,False,Check Mapping,False,,
HP:0010803,Protruding tongue,Everted upper lip vermilion,Name Mismatch,True,Protruding tongue,2,sim3,False,Check Mapping,False,,
HP:0001290,Muscular hypotonia,Generalized hypotonia,Name Mismatch,True,Muscular hypotonia,2,sim3,False,Check Mapping,False,,
HP:0000213,High-arched palate,,Invalid ID,False,High-arched palate,2,sim3,False,Invalid ID,False,,
HP:0000211,High-arched palate,Trismus,Name Mismatch,True,High-arched palate,2,sim3,False,Check Mapping,False,,
HP:0001508,Failure to thrive,Failure to thrive,Exact Match,True,Failure to thrive,2,sim3,True,None,True,,
HP:0001155,Clinodactyly,Abnormality of the hand,Name Mismatch,True,Clinodactyly,2,sim3,False,Check Mapping,False,,
HP:0010883,Increased nuchal translucency,Aortic valve atresia,Name Mismatch,True,Increased nuchal translucency,2,sim3,False,Check Mapping,False,,
HP:0000210,High-arched palate,,Invalid ID,False,High-arched palate,2,sim3,False,Invalid ID,False,,
HP:0001167,Clinodactyly,Abnormal finger morphology,Name Mismatch,True,Clinodactyly,2,sim3,False,Check Mapping,False,,
HP:0001508,Slow weight gain,Failure to thrive,Name Mismatch,True,Slow weight gain,2,sim3,False,Check Mapping,False,,
HP:0010808,Tongue protrusion,Protruding tongue,Synonym,True,Tongue protrusion,2,sim3,True,None,True,,
HP:0001198,Clinodactyly,,Invalid ID,False,Clinodactyly,2,sim3,False,Invalid ID,False,,
HP:0000187,Protruding tongue,Broad alveolar ridges,Name Mismatch,True,Protruding tongue,2,sim3,False,Check Mapping,False,,
HP:0001518,Small for gestational age,Small for gestational age,Exact Match,True,Small for gestational age,2,sim3,True,None,True,,
HP:0000204,Protruding tongue,Cleft upper lip,Name Mismatch,True,Protruding tongue,2,sim3,False,Check Mapping,False,,
HP:0001249,Trisomy 21,Intellectual disability,Name Mismatch,True,Trisomy 21,2,sim3,False,Check Mapping,False,,
HP:0001250,Hypotonia,Seizure,Name Mismatch,True,Hypotonia,2,sim3,False,Check Mapping,False,,
HP:0000980,Soft skin,Pallor,Name Mismatch,True,Soft skin,2,sim3,False,Check Mapping,False,,
HP:0001531,Poor weight gain,Failure to thrive in infancy,Name Mismatch,True,Poor weight gain,2,sim3,False,Check Mapping,False,,
HP:0000252,Epicanthal fold,Microcephaly,Name Mismatch,True,Epicanthal fold,2,sim3,False,Check Mapping,False,,
HP:0000252,Brachycephaly,Microcephaly,Name Mismatch,True,Brachycephaly,2,sim3,False,Check Mapping,False,,
HP:0000219,High-arched palate,Thin upper lip vermilion,Name Mismatch,True,High-arched palate,2,sim3,False,Check Mapping,False,,
HP:0002925,Increased circulating thyroid-stimulating hormone level,Elevated circulating thyroid-stimulating hormone concentration,Name Mismatch,True,Increased circulating thyroid-stimulating hormone level,1,sim3,False,Check Mapping,False,,
HP:0002925,Elevated circulating thyroid-stimulating hormone level,Elevated circulating thyroid-stimulating hormone concentration,Name Mismatch,True,Elevated circulating thyroid-stimulating hormone level,1,sim3,False,Check Mapping,False,,
HP:0002716,Karyotype abnormality,Lymphadenopathy,Name Mismatch,True,Karyotype abnormality,1,sim3,False,Check Mapping,False,,
HP:0003119,Down syndrome,Abnormal circulating lipid concentration,Name Mismatch,True,Down syndrome,1,sim3,False,Check Mapping,False,,
HP:0002715,Abnormality of chromosome 21,Abnormality of the immune system,Name Mismatch,True,Abnormality of chromosome 21,1,sim3,False,Check Mapping,False,,
HP:0001270,"Motor delay (Direct, specific instance of GDD)",Motor delay,Exact Match,True,Motor delay,1,sim3,True,None,True,,
HP:0002705,High-arched palate,"High, narrow palate",Name Mismatch,True,High-arched palate,1,sim3,False,Check Mapping,False,,
HP:0001270,"Motor delay (Supported by ""not sitting independently"")",Motor delay,Exact Match,True,Motor delay,1,sim3,True,None,True,,
HP:0001270,Motor delay (not sitting independently at 1 year),Motor delay,Exact Match,True,Motor delay,1,sim3,True,None,True,,
HP:0001249,"Intellectual disability (anticipated, explicitly counseled as part of patient’s condition)",Intellectual disability,Exact Match,True,Intellectual disability,1,sim3,True,None,True,,
HP:0002644,Neonatal respiratory distress,Abnormal pelvic girdle bone morphology,Name Mismatch,True,Neonatal respiratory distress,1,sim3,False,Check Mapping,False,,
HP:0001270,"Motor delay - Yes, ""not sitting independently"".",Motor delay,Name Mismatch,True,"Motor delay - Yes, ""not sitting independently"".",1,sim3,False,Check Mapping,False,,
HP:0002643,Transient neonatal respiratory distress,Neonatal respiratory distress,Name Mismatch,True,Transient neonatal respiratory distress,1,sim3,False,Check Mapping,False,,
HP:0001288,Delayed gross motor development,Gait disturbance,Name Mismatch,True,Delayed gross motor development,1,sim3,False,Check Mapping,False,,
HP:0001290,Delayed ability to sit,Generalized hypotonia,Name Mismatch,True,Delayed ability to sit,1,sim3,False,Check Mapping,False,,
HP:0001290,Generalized hypotonia (Direct),Generalized hypotonia,Exact Match,True,Generalized hypotonia,1,sim3,True,None,True,,
HP:0002643,Respiratory distress in the newborn,Neonatal respiratory distress,Name Mismatch,True,Respiratory distress in the newborn,1,sim3,False,Check Mapping,False,,
HP:0002643,Respiratory distress (neonatal history),Neonatal respiratory distress,Name Mismatch,True,Respiratory distress,1,sim3,False,Check Mapping,False,,
HP:0001290,Generalized hypotonia (Directly stated),Generalized hypotonia,Exact Match,True,Generalized hypotonia,1,sim3,True,None,True,,
HP:0002643,Respiratory distress,Neonatal respiratory distress,Name Mismatch,True,Respiratory distress,1,sim3,False,Check Mapping,False,,
HP:0001290,"Generalized hypotonia - Yes, stated multiple times.",Generalized hypotonia,Name Mismatch,True,"Generalized hypotonia - Yes, stated multiple times.",1,sim3,False,Check Mapping,False,,
HP:0001290,Hypotonia,Generalized hypotonia,Name Mismatch,True,Hypotonia,1,sim3,False,Check Mapping,False,,
HP:0003189,Decreased circulating thyroxine concentration,Long nose,Name Mismatch,True,Decreased circulating thyroxine concentration,1,sim3,False,Check Mapping,False,,
HP:0001319,Congenital hypotonia,Neonatal hypotonia,Synonym,True,Congenital hypotonia,1,sim3,True,None,True,,
HP:0002643,"Neonatal respiratory distress - Yes, from Hx.",Neonatal respiratory distress,Name Mismatch,True,"Neonatal respiratory distress - Yes, from Hx.",1,sim3,False,Check Mapping,False,,
HP:0001270,Delayed gross motor development,Motor delay,Name Mismatch,True,Delayed gross motor development,1,sim3,False,Check Mapping,False,,
HP:0002720,Trisomy 21,Decreased circulating IgA concentration,Name Mismatch,True,Trisomy 21,1,sim3,False,Check Mapping,False,,
HP:0002948,Trisomy 21,Vertebral fusion,Name Mismatch,True,Trisomy 21,1,sim3,False,Check Mapping,False,,
HP:0002911,Elevated circulating thyroid-stimulating hormone concentration,,Invalid ID,False,Elevated circulating thyroid-stimulating hormone concentration,1,sim3,False,Invalid ID,False,,
HP:0001258,Single palmar crease,Spastic paraplegia,Name Mismatch,True,Single palmar crease,1,sim3,False,Check Mapping,False,,
HP:0001262,Delayed walking,Excessive daytime somnolence,Name Mismatch,True,Delayed walking,1,sim3,False,Check Mapping,False,,
HP:0002928,Decreased circulating thyroxine concentration,Decreased activity of the pyruvate dehydrogenase complex,Name Mismatch,True,Decreased circulating thyroxine concentration,1,sim3,False,Check Mapping,False,,
HP:0002920,Elevated circulating thyroid-stimulating hormone concentration,Decreased circulating ACTH concentration,Name Mismatch,True,Elevated circulating thyroid-stimulating hormone concentration,1,sim3,False,Check Mapping,False,,
HP:0001262,Global developmental delay,Excessive daytime somnolence,Name Mismatch,True,Global developmental delay,1,sim3,False,Check Mapping,False,,
HP:0002917,Decreased free thyroxine level,Hypomagnesemia,Name Mismatch,True,Decreased free thyroxine level,1,sim3,False,Check Mapping,False,,
HP:0002914,Decreased circulating free T4 concentration,Hyperchloriduria,Name Mismatch,True,Decreased circulating free T4 concentration,1,sim3,False,Check Mapping,False,,
HP:0001263,Global developmental delay (Direct - motor and speech delay noted),Global developmental delay,Exact Match,True,Global developmental delay,1,sim3,True,None,True,,
HP:0002925,Elevated thyroid-stimulating hormone level,Elevated circulating thyroid-stimulating hormone concentration,Name Mismatch,True,Elevated thyroid-stimulating hormone level,1,sim3,False,Check Mapping,False,,
HP:0002925,Increased circulating thyroid stimulating hormone concentration,Elevated circulating thyroid-stimulating hormone concentration,Name Mismatch,True,Increased circulating thyroid stimulating hormone concentration,1,sim3,False,Check Mapping,False,,
HP:0001263,Global developmental delay (Direct),Global developmental delay,Exact Match,True,Global developmental delay,1,sim3,True,None,True,,
HP:0001252,Muscle hypotonia,Hypotonia,Synonym,True,Muscle hypotonia,1,sim3,True,None,True,,
HP:0002925,Increased circulating thyroid stimulating hormone level,Elevated circulating thyroid-stimulating hormone concentration,Name Mismatch,True,Increased circulating thyroid stimulating hormone level,1,sim3,False,Check Mapping,False,,
HP:0001263,Global developmental delay (Directly stated and supported by milestones),Global developmental delay,Exact Match,True,Global developmental delay,1,sim3,True,None,True,,
HP:0002910,Elevated circulating thyroid-stimulating hormone concentration,Elevated circulating hepatic transaminase concentration,Name Mismatch,True,Elevated circulating thyroid-stimulating hormone concentration,1,sim3,False,Check Mapping,False,,
HP:0002879,Aneuploidy of chromosome 21,Anisospondyly,Name Mismatch,True,Aneuploidy of chromosome 21,1,sim3,False,Check Mapping,False,,
HP:0001263,"Global developmental delay - Yes, evidenced by motor and speech delay.",Global developmental delay,Name Mismatch,True,"Global developmental delay - Yes, evidenced by motor and speech delay.",1,sim3,False,Check Mapping,False,,
HP:0002723,Trisomy 21,Absence of bactericidal oxidative respiratory burst in phagocytes,Name Mismatch,True,Trisomy 21,1,sim3,False,Check Mapping,False,,
HP:0001263,Hypotonia,Global developmental delay,Name Mismatch,True,Hypotonia,1,sim3,False,Check Mapping,False,,
HP:0001263,"is indeed ""Developmental delay""",Global developmental delay,Name Mismatch,True,"is indeed ""Developmental delay""",1,sim3,False,Check Mapping,False,,
HP:0002925,Increased circulating thyroid-stimulating hormone concentration,Elevated circulating thyroid-stimulating hormone concentration,Name Mismatch,True,Increased circulating thyroid-stimulating hormone concentration,1,sim3,False,Check Mapping,False,,
HP:0002928,Decreased circulating thyroxine level,Decreased activity of the pyruvate dehydrogenase complex,Name Mismatch,True,Decreased circulating thyroxine level,1,sim3,False,Check Mapping,False,,
HP:0001251,Hypotonia,Ataxia,Name Mismatch,True,Hypotonia,1,sim3,False,Check Mapping,False,,
HP:0002474,"Expressive language delay - Yes, ""no clear words"".",Expressive language delay,Name Mismatch,True,"Expressive language delay - Yes, ""no clear words"".",1,sim3,False,Check Mapping,False,,
HP:0002643,Neonatal respiratory distress (Directly stated history),Neonatal respiratory distress,Exact Match,True,Neonatal respiratory distress,1,sim3,True,None,True,,
HP:0001876,Neonatal intensive care unit admission,Pancytopenia,Name Mismatch,True,Neonatal intensive care unit admission,1,sim3,False,Check Mapping,False,,
HP:0002098,"Respiratory distress (neonatal, resolved)",Respiratory distress,Exact Match,True,Respiratory distress,1,sim3,True,None,True,,
HP:0001508,Poor weight gain,Failure to thrive,Synonym,True,Poor weight gain,1,sim3,True,None,True,,
HP:0002090,Increased nuchal translucency,Pneumonia,Name Mismatch,True,Increased nuchal translucency,1,sim3,False,Check Mapping,False,,
HP:0002058,Motor delay,Myopathic facies,Name Mismatch,True,Motor delay,1,sim3,False,Check Mapping,False,,
HP:0002022,Neonatal feeding difficulties,,Invalid ID,False,Neonatal feeding difficulties,1,sim3,False,Invalid ID,False,,
HP:0001518,Low birth weight,Small for gestational age,Synonym,True,Low birth weight,1,sim3,True,None,True,,
HP:0001518,"Low birth weight (2.8 kg at 38 weeks, ~10th percentile)",Small for gestational age,Synonym,True,Low birth weight,1,sim3,True,None,True,,
HP:0002019,Increased nuchal translucency,Constipation,Name Mismatch,True,Increased nuchal translucency,1,sim3,False,Check Mapping,False,,
HP:0002015,Feeding difficulties,Dysphagia,Name Mismatch,True,Feeding difficulties,1,sim3,False,Check Mapping,False,,
HP:0003194,Depressed nasal bridge,Short nasal bridge,Name Mismatch,True,Depressed nasal bridge,1,sim3,False,Check Mapping,False,,
HP:0002001,Increased nuchal translucency,,Invalid ID,False,Increased nuchal translucency,1,sim3,False,Invalid ID,False,,
HP:0001888,Increased nuchal translucency,Decreased total lymphocyte count,Name Mismatch,True,Increased nuchal translucency,1,sim3,False,Check Mapping,False,,
HP:0001880,Increased nuchal translucency,Increased total eosinophil count,Name Mismatch,True,Increased nuchal translucency,1,sim3,False,Check Mapping,False,,
HP:0001518,Soft skin,Small for gestational age,Name Mismatch,True,Soft skin,1,sim3,False,Check Mapping,False,,
HP:0002098,Respiratory distress in the newborn,Respiratory distress,Name Mismatch,True,Respiratory distress in the newborn,1,sim3,False,Check Mapping,False,,
HP:0001828,Single transverse palmar crease,,Invalid ID,False,Single transverse palmar crease,1,sim3,False,Invalid ID,False,,
HP:0001824,Down syndrome,Weight loss,Name Mismatch,True,Down syndrome,1,sim3,False,Check Mapping,False,,
HP:0001798,Feeding difficulties,Anonychia,Name Mismatch,True,Feeding difficulties,1,sim3,False,Check Mapping,False,,
HP:0001767,High arched palate,,Invalid ID,False,High arched palate,1,sim3,False,Invalid ID,False,,
HP:0001518,Velvety skin,Small for gestational age,Name Mismatch,True,Velvety skin,1,sim3,False,Check Mapping,False,,
HP:0001742,Nasal congestion,Nasal congestion,Exact Match,True,Nasal congestion,1,sim3,True,None,True,,
HP:0001524,Trisomy 21,,Invalid ID,False,Trisomy 21,1,sim3,False,Invalid ID,False,,
HP:0001629,Down syndrome,Ventricular septal defect,Name Mismatch,True,Down syndrome,1,sim3,False,Check Mapping,False,,
HP:0001623,Trisomy 21,Breech presentation,Name Mismatch,True,Trisomy 21,1,sim3,False,Check Mapping,False,,
HP:000162,Trisomy 21,,Invalid ID,False,Trisomy 21,1,sim3,False,Invalid ID,False,,
HP:0001590,Soft skin,,Invalid ID,False,Soft skin,1,sim3,False,Invalid ID,False,,
HP:0001538,Feeding difficulties,Protuberant abdomen,Name Mismatch,True,Feeding difficulties,1,sim3,False,Check Mapping,False,,
HP:0001531,Poor weight gain in infancy,Failure to thrive in infancy,Name Mismatch,True,Poor weight gain in infancy,1,sim3,False,Check Mapping,False,,
HP:0001508,"Failure to thrive (for ""slow weight gain"")",Failure to thrive,Exact Match,True,Failure to thrive,1,sim3,True,None,True,,
HP:0002101,Increased nuchal translucency,Abnormal lung lobation,Name Mismatch,True,Increased nuchal translucency,1,sim3,False,Check Mapping,False,,
HP:0001338,Single transverse palmar crease,Partial agenesis of the corpus callosum,Name Mismatch,True,Single transverse palmar crease,1,sim3,False,Check Mapping,False,,
HP:0001412,Velvety skin,Enteroviral hepatitis,Name Mismatch,True,Velvety skin,1,sim3,False,Check Mapping,False,,
HP:0002643,"Neonatal respiratory distress (Direct, from Hx)",Neonatal respiratory distress,Exact Match,True,Neonatal respiratory distress,1,sim3,True,None,True,,
HP:0002643,Neonatal respiratory distress (Direct),Neonatal respiratory distress,Exact Match,True,Neonatal respiratory distress,1,sim3,True,None,True,,
HP:0001388,Down syndrome,obsolete Joint laxity,Name Mismatch,True,Down syndrome,1,sim3,False,Check Mapping,False,,
HP:0001537,Feeding difficulties in infancy,Umbilical hernia,Name Mismatch,True,Feeding difficulties in infancy,1,sim3,False,Check Mapping,False,,
HP:0002474,"Expressive language delay (Direct, specific instance of GDD)",Expressive language delay,Exact Match,True,Expressive language delay,1,sim3,True,None,True,,
HP:0002474,Expressive language delay,Expressive language delay,Exact Match,True,Expressive language delay,1,sim3,True,None,True,,
HP:0002464,Expressive language delay,Spastic dysarthria,Name Mismatch,True,Expressive language delay,1,sim3,False,Check Mapping,False,,
HP:0001388,Trisomy 21,obsolete Joint laxity,Name Mismatch,True,Trisomy 21,1,sim3,False,Check Mapping,False,,
HP:0002463,Expressive language delay,Language impairment,Name Mismatch,True,Expressive language delay,1,sim3,False,Check Mapping,False,,
HP:0002359,Delayed ability to sit,Frequent falls,Name Mismatch,True,Delayed ability to sit,1,sim3,False,Check Mapping,False,,
HP:0002353,Delayed ability to sit,EEG abnormality,Name Mismatch,True,Delayed ability to sit,1,sim3,False,Check Mapping,False,,
HP:0002341,Delayed ability to sit,Cervical cord compression,Name Mismatch,True,Delayed ability to sit,1,sim3,False,Check Mapping,False,,
HP:0002324,Delayed ability to sit,Hydranencephaly,Name Mismatch,True,Delayed ability to sit,1,sim3,False,Check Mapping,False,,
HP:0002197,Delayed gross motor development,Generalized-onset seizure,Name Mismatch,True,Delayed gross motor development,1,sim3,False,Check Mapping,False,,
HP:0002119,"Hypothyroidism (primary), based on elevated TSH and low free T4",Ventriculomegaly,Name Mismatch,True,"Hypothyroidism, based on elevated TSH and low free T4",1,sim3,False,Check Mapping,False,,
HP:0001418,Soft skin,,Invalid ID,False,Soft skin,1,sim3,False,Invalid ID,False,,
HP:0002196,Delayed ability to sit,Myelopathy,Name Mismatch,True,Delayed ability to sit,1,sim3,False,Check Mapping,False,,
