Normalized_ID,Raw_Term,Official_Term_Name,Status,Is_Valid_ID,Cleaned_Term_Used,Frequency_Count,Model,Ontology_Match_Check,Suggested_Error_Type,MANUAL_Is_Real_Term,MANUAL_Present_In_Note,MANUAL_Error_Type
HP:0010878,Aortic valve hypoplasia,Fetal cystic hygroma,Name Mismatch,True,Aortic valve hypoplasia,2,sim4,False,Check Mapping,False,,
HP:0001650,Aortic valve hypoplasia,Aortic valve stenosis,Name Mismatch,True,Aortic valve hypoplasia,2,sim4,False,Check Mapping,False,,
HP:0001650,Aortic valve stenosis,Aortic valve stenosis,Exact Match,True,Aortic valve stenosis,2,sim4,True,None,True,,
HP:0004940,Hypoplastic aortic arch,Generalized arterial calcification,Name Mismatch,True,Hypoplastic aortic arch,2,sim4,False,Check Mapping,False,,
HP:0001065,Clitoromegaly,Striae distensae,Name Mismatch,True,Clitoromegaly,2,sim4,False,Check Mapping,False,,
HP:0001718,Left ventricular outflow tract obstruction,Mitral stenosis,Name Mismatch,True,Left ventricular outflow tract obstruction,2,sim4,False,Check Mapping,False,,
HP:0001648,Biventricular hypertrophy,Cor pulmonale,Name Mismatch,True,Biventricular hypertrophy,2,sim4,False,Check Mapping,False,,
HP:0001508,Failure to thrive,Failure to thrive,Exact Match,True,Failure to thrive,2,sim4,True,None,True,,
HP:0002151,Elevated circulating lactate concentration,Increased circulating lactate concentration,Name Mismatch,True,Elevated circulating lactate concentration,2,sim4,False,Check Mapping,False,,
HP:0002151,Elevated serum lactate,Increased circulating lactate concentration,Name Mismatch,True,Elevated serum lactate,2,sim4,False,Check Mapping,False,,
HP:0002151,Hyperlactatemia,Increased circulating lactate concentration,Name Mismatch,True,Hyperlactatemia,2,sim4,False,Check Mapping,False,,
HP:0001659,Hypoplasia of the aortic arch,Aortic regurgitation,Name Mismatch,True,Hypoplasia of the aortic arch,2,sim4,False,Check Mapping,False,,
HP:0001659,Hypoplasia of the aortic valve,Aortic regurgitation,Name Mismatch,True,Hypoplasia of the aortic valve,2,sim4,False,Check Mapping,False,,
HP:0001508,Low birth weight,Failure to thrive,Name Mismatch,True,Low birth weight,2,sim4,False,Check Mapping,False,,
HP:0010444,Aortic valve hypoplasia,Pulmonic regurgitation,Name Mismatch,True,Aortic valve hypoplasia,2,sim4,False,Check Mapping,False,,
HP:0001659,Hypoplastic aortic arch,Aortic regurgitation,Name Mismatch,True,Hypoplastic aortic arch,2,sim4,False,Check Mapping,False,,
HP:0000086,Posterior labial fusion,Ectopic kidney,Name Mismatch,True,Posterior labial fusion,2,sim4,False,Check Mapping,False,,
HP:0001659,Left ventricular outflow tract obstruction,Aortic regurgitation,Name Mismatch,True,Left ventricular outflow tract obstruction,2,sim4,False,Check Mapping,False,,
HP:0000086,Labial fusion,Ectopic kidney,Name Mismatch,True,Labial fusion,2,sim4,False,Check Mapping,False,,
HP:0000843,Labial fusion,Hyperparathyroidism,Name Mismatch,True,Labial fusion,2,sim4,False,Check Mapping,False,,
HP:0001655,Aortic valve hypoplasia,Patent foramen ovale,Name Mismatch,True,Aortic valve hypoplasia,2,sim4,False,Check Mapping,False,,
HP:0001163,Small placenta,obsolete Abnormality of the metacarpal bones,Name Mismatch,True,Small placenta,2,sim4,False,Check Mapping,False,,
HP:0000385,Simplified helices,Small earlobe,Name Mismatch,True,Simplified helices,2,sim4,False,Check Mapping,False,,
HP:0001712,Mitral valve hypoplasia,Left ventricular hypertrophy,Name Mismatch,True,Mitral valve hypoplasia,2,sim4,False,Check Mapping,False,,
HP:0001711,Mitral valve hypoplasia,Abnormal left ventricle morphology,Name Mismatch,True,Mitral valve hypoplasia,2,sim4,False,Check Mapping,False,,
HP:0001715,Biventricular hypertrophy,,Invalid ID,False,Biventricular hypertrophy,2,sim4,False,Invalid ID,False,,
HP:0001627,Congenital heart disease,Abnormal heart morphology,Name Mismatch,True,Congenital heart disease,2,sim4,False,Check Mapping,False,,
HP:0001653,Systolic murmur,Mitral regurgitation,Name Mismatch,True,Systolic murmur,2,sim4,False,Check Mapping,False,,
HP:0001194,Thin umbilical cord,Abnormalities of placenta or umbilical cord,Name Mismatch,True,Thin umbilical cord,2,sim4,False,Check Mapping,False,,
HP:0001712,Left ventricular hypertrophy,Left ventricular hypertrophy,Exact Match,True,Left ventricular hypertrophy,2,sim4,True,None,True,,
HP:0001713,Ventricular hypertrophy,Abnormal cardiac ventricle morphology,Name Mismatch,True,Ventricular hypertrophy,2,sim4,False,Check Mapping,False,,
HP:0001711,Left ventricular outflow tract obstruction,Abnormal left ventricle morphology,Name Mismatch,True,Left ventricular outflow tract obstruction,2,sim4,False,Check Mapping,False,,
HP:0001713,Mitral valve hypoplasia,Abnormal cardiac ventricle morphology,Name Mismatch,True,Mitral valve hypoplasia,2,sim4,False,Check Mapping,False,,
HP:0000384,Abnormality of the helix,Preauricular skin tag,Name Mismatch,True,Abnormality of the helix,2,sim4,False,Check Mapping,False,,
HP:0000384,Simplified helix,Preauricular skin tag,Name Mismatch,True,Simplified helix,2,sim4,False,Check Mapping,False,,
HP:0001713,Hypoplastic left heart,Abnormal cardiac ventricle morphology,Name Mismatch,True,Hypoplastic left heart,2,sim4,False,Check Mapping,False,,
HP:0001713,Hypoplasia of the mitral valve,Abnormal cardiac ventricle morphology,Name Mismatch,True,Hypoplasia of the mitral valve,2,sim4,False,Check Mapping,False,,
HP:0001653,Hypoplastic aortic valve,Mitral regurgitation,Name Mismatch,True,Hypoplastic aortic valve,2,sim4,False,Check Mapping,False,,
HP:0000377,Simple helix,Abnormal pinna morphology,Name Mismatch,True,Simple helix,2,sim4,False,Check Mapping,False,,
HP:0001715,Ventricular hypertrophy,,Invalid ID,False,Ventricular hypertrophy,2,sim4,False,Invalid ID,False,,
HP:0011612,Interrupted aortic arch type A,Interrupted aortic arch type A,Exact Match,True,Interrupted aortic arch type A,2,sim4,True,None,True,,
HP:0001710,Mitral valve hypoplasia,Conotruncal defect,Name Mismatch,True,Mitral valve hypoplasia,2,sim4,False,Check Mapping,False,,
HP:0001157,Small placenta,,Invalid ID,False,Small placenta,2,sim4,False,Invalid ID,False,,
HP:0006266,Small placenta,Small placenta,Exact Match,True,Small placenta,2,sim4,True,None,True,,
HP:0000396,Simplified helix,Overfolded helix,Name Mismatch,True,Simplified helix,2,sim4,False,Check Mapping,False,,
HP:0001158,Small placenta,,Invalid ID,False,Small placenta,2,sim4,False,Invalid ID,False,,
HP:0001710,Left ventricular outflow tract obstruction,Conotruncal defect,Name Mismatch,True,Left ventricular outflow tract obstruction,2,sim4,False,Check Mapping,False,,
HP:0001650,Left ventricular outflow tract obstruction,Aortic valve stenosis,Name Mismatch,True,Left ventricular outflow tract obstruction,2,sim4,False,Check Mapping,False,,
HP:0000396,Overfolded helix,Overfolded helix,Exact Match,True,Overfolded helix,2,sim4,True,None,True,,
HP:0001711,Hypoplastic mitral valve,Abnormal left ventricle morphology,Name Mismatch,True,Hypoplastic mitral valve,2,sim4,False,Check Mapping,False,,
HP:0001160,Small placenta,,Invalid ID,False,Small placenta,2,sim4,False,Invalid ID,False,,
HP:0000370,Simplified external ear,Abnormality of the middle ear,Name Mismatch,True,Simplified external ear,2,sim4,False,Check Mapping,False,,
HP:0001650,Systolic murmur,Aortic valve stenosis,Name Mismatch,True,Systolic murmur,2,sim4,False,Check Mapping,False,,
HP:0000376,Simplified external ear,Incomplete partition of the cochlea type II,Name Mismatch,True,Simplified external ear,2,sim4,False,Check Mapping,False,,
HP:0001652,Aortic valve hypoplasia,,Invalid ID,False,Aortic valve hypoplasia,2,sim4,False,Invalid ID,False,,
HP:0000377,Abnormality of the pinna,Abnormal pinna morphology,Name Mismatch,True,Abnormality of the pinna,2,sim4,False,Check Mapping,False,,
HP:0000085,Posterior labial fusion,Horseshoe kidney,Name Mismatch,True,Posterior labial fusion,2,sim4,False,Check Mapping,False,,
HP:0001627,Congenital heart defects,Abnormal heart morphology,Synonym,True,Congenital heart defects,2,sim4,True,None,True,,
HP:0000084,Posterior labial fusion,,Invalid ID,False,Posterior labial fusion,2,sim4,False,Invalid ID,False,,
HP:0001520,Symmetric intrauterine growth restriction,Large for gestational age,Name Mismatch,True,Symmetric intrauterine growth restriction,2,sim4,False,Check Mapping,False,,
HP:0000072,Labial fusion,Hydroureter,Name Mismatch,True,Labial fusion,2,sim4,False,Check Mapping,False,,
HP:0001518,Intrauterine growth retardation,Small for gestational age,Name Mismatch,True,Intrauterine growth retardation,2,sim4,False,Check Mapping,False,,
HP:0008846,Severe intrauterine growth retardation,Severe intrauterine growth retardation,Exact Match,True,Severe intrauterine growth retardation,2,sim4,True,None,True,,
HP:0000070,Posterior labial fusion,Ureterocele,Name Mismatch,True,Posterior labial fusion,2,sim4,False,Check Mapping,False,,
HP:0003144,Heart murmur,Increased serum serotonin,Name Mismatch,True,Heart murmur,2,sim4,False,Check Mapping,False,,
HP:0001630,Hypoplastic left heart syndrome,,Invalid ID,False,Hypoplastic left heart syndrome,2,sim4,False,Invalid ID,False,,
HP:0000069,Posterior fusion of labia majora,Abnormality of the ureter,Name Mismatch,True,Posterior fusion of labia majora,2,sim4,False,Check Mapping,False,,
HP:0000055,Clitoromegaly,Abnormal female external genitalia morphology,Name Mismatch,True,Clitoromegaly,2,sim4,False,Check Mapping,False,,
HP:0000069,Ambiguous genitalia,Abnormality of the ureter,Name Mismatch,True,Ambiguous genitalia,2,sim4,False,Check Mapping,False,,
HP:0000068,Hypoplasia of the labia majora,Urethral atresia,Name Mismatch,True,Hypoplasia of the labia majora,2,sim4,False,Check Mapping,False,,
HP:0000067,Labial fusion,"Urethral atresia, female",Name Mismatch,True,Labial fusion,2,sim4,False,Check Mapping,False,,
HP:0001642,Left ventricular outflow tract obstruction,Pulmonic stenosis,Name Mismatch,True,Left ventricular outflow tract obstruction,2,sim4,False,Check Mapping,False,,
HP:0008897,Symmetric intrauterine growth retardation,Postnatal growth retardation,Name Mismatch,True,Symmetric intrauterine growth retardation,2,sim4,False,Check Mapping,False,,
HP:0000057,Hypoplasia of the labia majora,obsolete Clitoromegaly,Name Mismatch,True,Hypoplasia of the labia majora,2,sim4,False,Check Mapping,False,,
HP:0031956,Elevated circulating AST concentration,Elevated circulating aspartate aminotransferase concentration,Name Mismatch,True,Elevated circulating AST concentration,2,sim4,False,Check Mapping,False,,
HP:0000058,Clitoromegaly,Abnormal labia morphology,Name Mismatch,True,Clitoromegaly,2,sim4,False,Check Mapping,False,,
HP:0000058,Hypoplasia of the labia majora,Abnormal labia morphology,Name Mismatch,True,Hypoplasia of the labia majora,2,sim4,False,Check Mapping,False,,
HP:0000058,Labial fusion,Abnormal labia morphology,Name Mismatch,True,Labial fusion,2,sim4,False,Check Mapping,False,,
HP:0000064,Clitoromegaly,Hypoplastic labia minora,Name Mismatch,True,Clitoromegaly,2,sim4,False,Check Mapping,False,,
HP:0000083,Posterior labial fusion,Renal insufficiency,Name Mismatch,True,Posterior labial fusion,2,sim4,False,Check Mapping,False,,
HP:0000063,Labial fusion,Fused labia minora,Name Mismatch,True,Labial fusion,2,sim4,False,Check Mapping,False,,
HP:0000063,Fused labia minora,Fused labia minora,Exact Match,True,Fused labia minora,2,sim4,True,None,True,,
HP:0001638,Cardiomegaly,Cardiomyopathy,Name Mismatch,True,Cardiomegaly,2,sim4,False,Check Mapping,False,,
HP:0000060,Labial fusion,Clitoral hypoplasia,Name Mismatch,True,Labial fusion,2,sim4,False,Check Mapping,False,,
HP:0001627,Hypoplastic left heart syndrome,Abnormal heart morphology,Name Mismatch,True,Hypoplastic left heart syndrome,2,sim4,False,Check Mapping,False,,
HP:0000062,"Ambiguous genitalia, female",Ambiguous genitalia,Name Mismatch,True,"Ambiguous genitalia, female",2,sim4,False,Check Mapping,False,,
HP:0002910,Elevated hepatic transaminases,Elevated circulating hepatic transaminase concentration,Name Mismatch,True,Elevated hepatic transaminases,2,sim4,False,Check Mapping,False,,
HP:0001627,Congenital heart malformation,Abnormal heart morphology,Name Mismatch,True,Congenital heart malformation,2,sim4,False,Check Mapping,False,,
HP:0001627,Heart murmur,Abnormal heart morphology,Name Mismatch,True,Heart murmur,2,sim4,False,Check Mapping,False,,
HP:0000077,Hypoplasia of the labia majora,Abnormality of the kidney,Name Mismatch,True,Hypoplasia of the labia majora,2,sim4,False,Check Mapping,False,,
HP:0002939,Elevated circulating aspartate aminotransferase concentration,,Invalid ID,False,Elevated circulating aspartate aminotransferase concentration,2,sim4,False,Invalid ID,False,,
HP:0000078,Posterior labial fusion,Abnormality of the genital system,Name Mismatch,True,Posterior labial fusion,2,sim4,False,Check Mapping,False,,
HP:0000073,Labial fusion,Ureteral duplication,Name Mismatch,True,Labial fusion,2,sim4,False,Check Mapping,False,,
HP:0000078,Labial fusion,Abnormality of the genital system,Name Mismatch,True,Labial fusion,2,sim4,False,Check Mapping,False,,
HP:0001627,Abnormal heart morphology,Abnormal heart morphology,Exact Match,True,Abnormal heart morphology,2,sim4,True,None,True,,
HP:0001627,Congenital heart defect,Abnormal heart morphology,Synonym,True,Congenital heart defect,2,sim4,True,None,True,,
HP:0000078,Hypoplasia of the labia majora,Abnormality of the genital system,Name Mismatch,True,Hypoplasia of the labia majora,2,sim4,False,Check Mapping,False,,
HP:0000072,Posterior labial fusion,Hydroureter,Name Mismatch,True,Posterior labial fusion,2,sim4,False,Check Mapping,False,,
HP:0001646,Abnormal aortic valve morphology,Abnormal aortic valve morphology,Exact Match,True,Abnormal aortic valve morphology,2,sim4,True,None,True,,
HP:0010437,Aortic valve hypoplasia,Short proximal phalanx of the 2nd toe,Name Mismatch,True,Aortic valve hypoplasia,2,sim4,False,Check Mapping,False,,
HP:0001511,Small for gestational age,Intrauterine growth retardation,Name Mismatch,True,Small for gestational age,2,sim4,False,Check Mapping,False,,
HP:0008726,Hypoplastic labia majora,Hypoplasia of the vagina,Name Mismatch,True,Hypoplastic labia majora,1,sim4,False,Check Mapping,False,,
HP:0008734,Clitoromegaly,Decreased testicular size,Name Mismatch,True,Clitoromegaly,1,sim4,False,Check Mapping,False,,
HP:0005620,Symmetric intrauterine growth retardation,Hypermobility of interphalangeal joints,Name Mismatch,True,Symmetric intrauterine growth retardation,1,sim4,False,Check Mapping,False,,
HP:0005180,Hypoplastic mitral valve,Tricuspid regurgitation,Name Mismatch,True,Hypoplastic mitral valve,1,sim4,False,Check Mapping,False,,
HP:0005164,Hypoplastic mitral valve,Dysplastic pulmonary valve,Name Mismatch,True,Hypoplastic mitral valve,1,sim4,False,Check Mapping,False,,
HP:0008726,Hypoplasia of the labia majora,Hypoplasia of the vagina,Name Mismatch,True,Hypoplasia of the labia majora,1,sim4,False,Check Mapping,False,,
HP:0005164,Mitral valve prolapse,Dysplastic pulmonary valve,Name Mismatch,True,Mitral valve prolapse,1,sim4,False,Check Mapping,False,,
HP:0008722,Hypoplastic left heart syndrome with coarctation of the aorta,Urethral diverticulum,Name Mismatch,True,Hypoplastic left heart syndrome with coarctation of the aorta,1,sim4,False,Check Mapping,False,,
HP:0008719,Hypoplasia of the labia majora,,Invalid ID,False,Hypoplasia of the labia majora,1,sim4,False,Invalid ID,False,,
HP:0008718,Labia majora hypoplasia,Unilateral renal dysplasia,Name Mismatch,True,Labia majora hypoplasia,1,sim4,False,Check Mapping,False,,
HP:0005164,Hypoplastic aortic valve,Dysplastic pulmonary valve,Name Mismatch,True,Hypoplastic aortic valve,1,sim4,False,Check Mapping,False,,
HP:0008717,Hypoplasia of the labia majora,Unilateral renal atrophy,Name Mismatch,True,Hypoplasia of the labia majora,1,sim4,False,Check Mapping,False,,
HP:0005621,Symmetric growth restriction,Trapezoidal vertebral body,Name Mismatch,True,Symmetric growth restriction,1,sim4,False,Check Mapping,False,,
HP:0008715,Mild metabolic acidosis,Testicular dysgenesis,Name Mismatch,True,Mild metabolic acidosis,1,sim4,False,Check Mapping,False,,
HP:0008715,Labia majora hypoplasia,Testicular dysgenesis,Name Mismatch,True,Labia majora hypoplasia,1,sim4,False,Check Mapping,False,,
HP:0005165,Hypoplastic mitral valve,Shortened PR interval,Name Mismatch,True,Hypoplastic mitral valve,1,sim4,False,Check Mapping,False,,
HP:0008744,Hypoplasia of the mitral valve,Abnormal aryepiglottic fold morphology,Name Mismatch,True,Hypoplasia of the mitral valve,1,sim4,False,Check Mapping,False,,
HP:0008734,Hypoplastic left heart syndrome,Decreased testicular size,Name Mismatch,True,Hypoplastic left heart syndrome,1,sim4,False,Check Mapping,False,,
HP:0008794,Hypoplastic aortic arch (explicitly stated),Dysplastic iliac wing,Name Mismatch,True,Hypoplastic aortic arch,1,sim4,False,Check Mapping,False,,
HP:0005180,Mitral valve hypoplasia,Tricuspid regurgitation,Name Mismatch,True,Mitral valve hypoplasia,1,sim4,False,Check Mapping,False,,
HP:0005179,Hypoplastic mitral valve,,Invalid ID,False,Hypoplastic mitral valve,1,sim4,False,Invalid ID,False,,
HP:0008842,Hypoplastic aortic arch,,Invalid ID,False,Hypoplastic aortic arch,1,sim4,False,Invalid ID,False,,
HP:0008835,Mild metabolic acidosis,Multicentric femoral head ossification,Name Mismatch,True,Mild metabolic acidosis,1,sim4,False,Check Mapping,False,,
HP:0005181,Hypoplastic mitral valve,Premature coronary artery atherosclerosis,Name Mismatch,True,Hypoplastic mitral valve,1,sim4,False,Check Mapping,False,,
HP:0005183,Mitral valve hypoplasia,Pericardial lymphangiectasia,Name Mismatch,True,Mitral valve hypoplasia,1,sim4,False,Check Mapping,False,,
HP:0005174,Aortic valve hypoplasia,Membranous subvalvular aortic stenosis,Name Mismatch,True,Aortic valve hypoplasia,1,sim4,False,Check Mapping,False,,
HP:0005207,Short stature,Gastric hypertrophy,Name Mismatch,True,Short stature,1,sim4,False,Check Mapping,False,,
HP:0008714,Labia majora hypoplasia,Ureterovesical stenosis,Name Mismatch,True,Labia majora hypoplasia,1,sim4,False,Check Mapping,False,,
HP:0005293,Hypoplastic mitral valve,Venous insufficiency,Name Mismatch,True,Hypoplastic mitral valve,1,sim4,False,Check Mapping,False,,
HP:0005166,Biventricular hypertrophy,,Invalid ID,False,Biventricular hypertrophy,1,sim4,False,Invalid ID,False,,
HP:0005167,Hypoplastic mitral valve,,Invalid ID,False,Hypoplastic mitral valve,1,sim4,False,Invalid ID,False,,
HP:0008767,Posterior labial fusion (female),Self-mutilation of tongue and lips due to involuntary movements,Name Mismatch,True,Posterior labial fusion,1,sim4,False,Check Mapping,False,,
HP:0005413,Simplified helices,Increased alpha-globulin,Name Mismatch,True,Simplified helices,1,sim4,False,Check Mapping,False,,
HP:0005484,Congenital microcephaly,Secondary microcephaly,Name Mismatch,True,Congenital microcephaly,1,sim4,False,Check Mapping,False,,
HP:0008862,Hypoplastic mitral valve,,Invalid ID,False,Hypoplastic mitral valve,1,sim4,False,Invalid ID,False,,
HP:0008752,Ambiguous genitalia,Laryngeal cartilage malformation,Name Mismatch,True,Ambiguous genitalia,1,sim4,False,Check Mapping,False,,
HP:0005528,Hypoplastic left heart,Bone marrow hypocellularity,Name Mismatch,True,Hypoplastic left heart,1,sim4,False,Check Mapping,False,,
HP:0008745,Hypoplasia of the aortic valve,,Invalid ID,False,Hypoplasia of the aortic valve,1,sim4,False,Invalid ID,False,,
HP:0008855,Hypoplastic mitral valve,Moderate postnatal growth retardation,Name Mismatch,True,Hypoplastic mitral valve,1,sim4,False,Check Mapping,False,,
